V1;X01D2Z36;X0319.6G20;X053A03.B.DI.P58;X27F.1492R;X37.13;X67.14;A0839;A21b;A4b;AB1;AKIW781;AKYH767;Acetobacteraceae;Acidiferrobacteraceae;Acidimicrobiaceae;Acidobacteriaceae..Subgroup.1.;Acidothermaceae;Actinobacteria.bacterium.RBG_13_63_9;Actinomycetaceae;Aerococcaceae;Aeromonadaceae;Alicyclobacillaceae;Alteromonadaceae;Ambiguous_taxa;Amoebophilaceae;Archangiaceae;Ardenticatenaceae;Atopobiaceae;Azospirillaceae;B1.7BS;BIrii41;BSV26;Babeliaceae;Bacillaceae;Bacteriovoracaceae;Bacteroidetes.vadinHA17;Bdellovibrionaceae;Beggiatoaceae;Beijerinckiaceae;Bifidobacteriaceae;Blfdi19;Brevibacteriaceae;Burkholderiaceae;CPla.3.termite.group;Caedibacteraceae;Caldicoprobacteraceae;Caldilineaceae;Cardiobacteriaceae;Carnobacteriaceae;Catenulisporaceae;Caulobacteraceae;Cellulomonadaceae;Cellvibrionaceae;Chitinimonadaceae;Chitinophagaceae;Chlamydiaceae;Chloroflexaceae;Christensenellaceae;Chromobacteriaceae;Chthoniobacteraceae;Clostridiaceae.1;Clostridiaceae.2;Clostridiaceae.3;Clostridiales.Incertae.Sedis;Clostridiales.vadinBB60.group;Corynebacteriaceae;Coxiellaceae;Criblamydiaceae;Crocinitomicaceae;Cryptosporangiaceae;Cyclobacteriaceae;Cytophagaceae;D05.2;Deferribacteraceae;Defluviitaleaceae;Deinococcaceae;Demequinaceae;Dermabacteraceae;Desulfarculaceae;Desulfobulbaceae;Desulfovibrionaceae;Desulfuromonadaceae;Devosiaceae;Diplorickettsiaceae;Dongiaceae;Eel.36e1D6;Elsteraceae;Enterobacteriaceae;Enterococcaceae;Entotheonellaceae;Erysipelotrichaceae;Eubacteriaceae;FFCH16767;FFCH9454;Family.X;Family.XI;Family.XII;Family.XIII;Family.XVIII;Fibrobacteraceae;Fimbriimonadaceae;Flavobacteriaceae;Frankiaceae;Fusobacteriaceae;GWF2.29.10;Gaiellaceae;Gallionellaceae;Geminicoccaceae;Gemmataceae;Gemmatimonadaceae;Geobacteraceae;Geodermatophilaceae;Gracilibacteraceae;Haliangiaceae;Halieaceae;Halomonadaceae;Haloplasmataceae;Halothiobacillaceae;Heliobacteriaceae;Herpetosiphonaceae;Holophagaceae;Holosporaceae;Hydrogenophilaceae;Hymenobacteraceae;Hyphomicrobiaceae;Hyphomonadaceae;Iamiaceae;Ilumatobacteraceae;Inquilinaceae;Intrasporangiaceae;Isosphaeraceae;JG30.KF.AS9;JG30.KF.CM45;KD3.10;KD3.93;KF.JG30.B3;Kaistiaceae;Kineosporiaceae;Koribacteraceae;Ktedonobacteraceae;Labraceae;Lachnospiraceae;Lactobacillaceae;Latescibacteraceae;Legionellaceae;Lentimicrobiaceae;Leptospiraceae;Leptotrichiaceae;LiUU.11.161;Limnochordaceae;Lolium.perenne;Longimicrobiaceae;MSB.4B10;Magnetospiraceae;Magnetospirillaceae;Methylacidiphilaceae;Methylococcaceae;Methyloligellaceae;Methylophilaceae;Micavibrionaceae;Microbacteriaceae;Micrococcaceae;Micromonosporaceae;Micropepsaceae;Microscillaceae;Microtrichaceae;Midichloriaceae;Mitochondria;Moraxellaceae;Mycobacteriaceae;Myxococcaceae;NS11.12.marine.group;NS9.marine.group;Nakamurellaceae;Nannocystaceae;Neisseriaceae;Nitrosococcaceae;Nitrosomonadaceae;Nitrospiraceae;Nocardiaceae;Nocardioidaceae;Nocardiopsaceae;Oligoflexaceae;Opitutaceae;P3OB.42;Paenibacillaceae;Paludibacteraceae;Paracaedibacteraceae;Parachlamydiaceae;Parvibaculaceae;Pasteurellaceae;Pasteuriaceae;Pedosphaeraceae;Peptococcaceae;Peptostreptococcaceae;Phaselicystidaceae;Phycisphaeraceae;Pirellulaceae;Piscirickettsiaceae;Planococcaceae;Pleomorphomonadaceae;Polyangiaceae;Porphyromonadaceae;Prevotellaceae;Procabacteriaceae;Prolixibacteraceae;Promicromonosporaceae;Propionibacteriaceae;Pseudohongiellaceae;Pseudomonadaceae;Pseudonocardiaceae;Pyrinomonadaceae;Reyranellaceae;Rhizobiaceae;Rhizobiales.Incertae.Sedis;Rhodanobacteraceae;Rhodobacteraceae;Rhodocyclaceae;Rhodomicrobiaceae;Rhodopirillaceae;Rhodospirillaceae;Rhodothermaceae;Rickettsiaceae;Rikenellaceae;Roseiflexaceae;Rubrobacteriaceae;Ruminococcaceae;SC.I.84;SM2D12;SRB2;Saccharimonadaceae;Saccharum.hybrid.cultivar;Sandaracinaceae;Sanguibacteraceae;Saprospiraceae;Schlesneriaceae;Simkaniaceae;Solibacteraceae..Subgroup.3.;Solimonadaceae;Solirubrobacteraceae;Sphingobacteriaceae;Sphingomonadaceae;Spirosomaceae;Spongiibacteraceae;Sporichthyaceae;Staphylococcaceae;Steroidobacteraceae;Streptococcaceae;Streptomycetaceae;Streptosporangiaceae;Syntrophaceae;Syntrophomonadaceae;TRA3.20;Tepidisphaeraceae;Thermoactinomycetaceae;Thermoanaerobaculaceae;Thermomonosporaceae;Trueperaceae;UBA12409;UBA12411;URHD0088;Unknown.Family;VHS.B3.70;Veillonellaceae;Vermiphilaceae;Verrucomicrobiaceae;Vibrionaceae;Vulgatibacteraceae;WD2101.soil.group;Weeksellaceae;Woeseiaceae;Xanthobacteraceae;Xanthomonadaceae;Xiphinematobacteraceae;bac2nit3;bacteriap25;bacterium.Ellin6089;bacterium.enrichment.culture.clone.B30.2011.;cvE6;env.OPS.17;groundwater.metagenome;metagenome;mle1.27;possible.family.01;uncultured;uncultured.Acetobacteraceae.bacterium;uncultured.Acidimicrobiales.bacterium;uncultured.Acidimicrobidae.bacterium;uncultured.Aciditerrimonas.sp.;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriaceae.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Acidobacterium.sp.;uncultured.Acidothermaceae.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Bradyrhizobiaceae.bacterium;uncultured.Candidatus.Saccharibacteria.bacterium;uncultured.Chloroflexi.bacterium;uncultured.Desulfoglaeba.sp.;uncultured.Green.Bay.ferromanganous.micronodule.bacterium.MND8;uncultured.Ignavibacterium.sp.;uncultured.Nakamurellaceae.bacterium;uncultured.Rhodospirillaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Syntrophobacteraceae.bacterium;uncultured.Termite.group.1.bacterium;uncultured.Thermaerobacter.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.6E22;uncultured.bacterium.KF.JG30.B11;uncultured.bacterium.SBR2096;uncultured.bacterium.SBRH58;uncultured.bacterium.gp7;uncultured.candidate.division.SBR1093.bacterium;uncultured.delta.proteobacterium;uncultured.gamma.proteobacterium;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC378-249_S378_L001;522;3;69;0;0;0;266;5;89;0;0;0;16;26;0;0;40;0;18;0;0;5;0;195;110;0;117;0;0;653;0;91;0;0;210;76;0;260;0;155;0;0;0;8136;0;0;0;0;0;0;0;951;18;148;0;614;0;0;23;0;14;68;0;0;0;0;0;0;0;22;0;0;19;0;0;0;9;0;0;115;70;92;60;332;0;138;0;0;5;0;16;0;0;0;0;0;0;0;33;0;291;77;1637;0;0;12;314;32;24;0;695;838;60;34;62;0;0;0;0;0;0;3;0;0;262;81;30;26;123;4;187;0;0;0;0;26;0;0;0;44;0;0;209;0;0;0;38;8;0;0;0;0;48;0;3;621;0;0;136;77;0;75;597;97;88;235;0;0;0;27;190;0;51;2;32;25;5;0;436;184;0;572;0;9;0;16;76;77;2;5;4;0;0;405;0;0;18;12;0;0;0;0;331;0;0;0;272;0;58;24;681;29;0;64;668;48;0;92;3554;0;0;10;0;0;0;164;21;165;776;0;0;8;0;31;0;21;0;4;264;13;90;17;1207;84;0;0;0;237;0;273;0;0;0;84;0;3;30;34;0;0;0;0;81;0;113;5;0;0;23;0;14;16;620;379;0;0;41;0;4;0;184;0;14;6;0;415;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;0;89;11;0;0;0;0;0;3;0;0;0;0;0
BactV5V7-BC339-194_S339_L001;1239;0;61;0;0;9;488;0;212;0;0;0;17;18;0;27;37;0;8;0;0;0;105;10;150;0;14;0;0;94;30;75;0;0;658;121;0;35;0;64;0;0;0;5298;0;0;0;0;0;0;0;305;0;0;0;657;0;0;0;0;11;46;0;0;0;0;0;0;0;26;2;0;0;0;0;0;2;0;0;229;0;0;0;114;2;189;0;0;0;0;51;0;0;0;0;0;0;6;0;0;62;28;538;18;0;0;1000;2;75;0;1382;117;57;3;60;0;0;0;0;0;0;0;0;0;595;218;2;48;206;0;199;0;14;0;0;20;35;0;2;39;0;0;9;0;0;0;0;0;0;0;0;0;24;0;0;119;0;0;503;10;0;29;860;172;30;229;0;0;0;0;505;0;19;8;53;0;0;0;1561;583;15;595;0;10;0;37;350;0;7;24;0;0;0;1055;0;16;0;71;0;0;89;0;66;0;0;0;5;0;107;15;873;86;44;133;159;169;61;10;79;0;0;11;0;14;0;227;35;2;1773;0;0;0;0;3;0;9;0;0;573;0;157;3;2260;18;21;21;0;500;0;295;44;0;0;228;0;0;73;59;0;0;0;0;92;0;0;16;0;0;50;0;41;0;1737;255;0;0;195;5;5;0;252;0;48;0;0;1399;16;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;22;10;0;0;0;0;2;240;15;4;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC373-244_S373_L001;655;0;46;0;0;0;353;0;95;0;2;0;2;13;0;18;43;0;12;0;0;0;30;0;72;0;141;0;0;739;3;47;0;3;501;51;0;103;0;178;0;3;0;5046;0;0;0;0;0;0;0;486;40;10;0;579;0;0;154;0;40;94;0;0;0;7;0;0;0;0;0;0;10;0;0;0;0;0;0;122;60;0;156;148;0;88;0;0;0;0;28;0;0;0;0;0;0;0;62;0;50;23;931;22;0;0;558;0;31;0;882;4439;0;128;146;0;0;0;0;0;0;0;0;0;287;139;0;0;96;0;228;0;0;0;3;20;19;0;0;79;0;0;116;0;0;0;43;0;0;0;0;0;9;0;0;943;0;0;293;0;0;56;435;141;111;244;0;0;0;0;242;22;0;0;0;15;0;0;604;170;15;578;0;0;0;26;100;60;13;13;0;0;0;642;140;0;0;4;0;0;0;0;53;0;0;0;2734;0;84;0;581;36;0;93;284;119;36;0;714;0;0;0;0;8;9;193;26;281;1043;0;30;0;0;17;0;0;0;15;444;0;118;15;782;10;0;41;0;254;0;163;13;0;0;152;0;0;25;59;0;0;0;0;92;0;14;3;0;0;22;0;65;0;1096;308;0;2;57;0;3;0;348;0;41;22;0;752;4;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;7;0;0;0;0;0;11;0;0;0;0;5
BactV5V7-BC365-236_S365_L001;1246;0;34;8;0;0;675;0;173;0;0;0;0;19;0;41;30;0;24;0;0;0;72;10;152;0;102;0;0;190;0;8;0;3;719;58;0;96;0;130;0;13;0;5976;0;0;0;0;0;0;0;357;0;0;0;483;0;0;18;0;10;80;0;0;0;2;0;0;0;39;0;0;23;0;0;0;0;0;0;227;45;9;46;68;22;140;0;0;0;0;59;0;0;0;0;0;0;0;12;0;59;14;311;13;0;0;958;0;55;0;1376;1424;97;35;153;0;0;0;0;0;0;0;0;0;336;183;3;55;122;0;349;0;0;0;0;42;21;0;10;186;0;0;56;0;11;0;0;0;0;0;0;0;49;0;0;400;0;0;526;33;0;27;826;202;46;63;0;0;0;0;383;0;10;0;43;12;0;0;985;376;25;887;0;8;0;70;209;82;13;11;0;0;0;783;12;11;0;12;0;0;11;0;144;0;0;0;299;0;127;0;1171;64;43;85;127;165;27;12;557;0;0;0;0;0;0;195;35;65;1424;0;0;0;0;8;0;0;0;7;613;0;209;0;990;17;0;49;0;368;0;396;47;0;0;179;0;4;67;36;0;0;0;0;50;0;5;9;2;0;51;0;78;0;1396;268;0;0;101;0;0;0;243;0;72;0;0;1408;6;0;0;20;61;0;0;52;0;0;0;0;4;17;0;0;0;0;0;0;0;0;0;0;236;11;9;0;0;0;0;22;0;0;0;7;13
BactV5V7-BC13-33_S13_L001;90;0;152;0;0;0;76;0;0;0;0;0;0;56;0;0;0;0;0;0;16;0;282;63;0;0;0;0;0;95;0;0;0;3;4915;17;0;100;0;66;0;0;0;6071;0;0;22;0;0;0;0;204;0;31;0;77;0;0;0;0;4;157;0;0;0;0;214;0;0;0;0;0;0;0;0;0;21;0;0;8;0;0;0;185;31;0;0;0;199;150;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;25;26;0;0;0;24;95;8;22;0;0;0;0;0;0;0;0;0;0;23;16;0;0;56;0;22;6;0;0;0;0;0;0;0;4;0;0;35;24;0;0;0;0;0;0;5;0;0;0;0;6;0;0;24;7;0;33;222;40;0;0;0;0;496;0;36;0;0;0;0;0;53;0;105;9;55;140;0;60;0;12;4004;0;0;39;0;3;0;75;12;11;0;0;0;0;115;0;11;8;10;22;0;0;1772;0;8846;29;0;2;273;19;0;79;97;0;0;0;0;8;0;0;0;9;22;0;0;9;0;0;0;0;0;2;16;0;0;0;240;13;0;0;44;54;11;3117;19;0;0;35;0;74;7;30;0;11;0;0;61;0;16;0;0;0;14;0;360;0;152;43;0;0;20;0;0;0;34;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC225-80_S225_L001;1087;0;56;0;3;0;664;0;216;0;0;0;0;36;0;44;21;0;23;0;0;0;60;19;120;0;26;0;0;29;0;24;0;0;505;138;0;239;0;147;0;12;0;8606;0;0;0;0;0;0;0;1054;0;47;0;286;0;0;0;0;17;13;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;220;0;0;0;210;8;120;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;20;377;31;0;0;773;0;38;0;1441;65;171;0;120;3;0;2;0;0;0;0;0;0;557;105;11;0;180;0;295;0;0;0;0;49;30;0;4;21;0;0;0;0;0;0;0;0;0;5;0;0;35;0;0;21;0;0;279;1201;0;53;683;134;39;117;0;0;0;0;239;76;0;0;18;13;0;0;656;309;6;699;0;22;0;22;780;0;0;0;0;0;0;607;0;0;0;25;0;0;0;0;123;0;0;0;0;0;57;2;101;37;49;59;273;159;31;0;0;0;0;9;0;0;0;300;54;3;1322;0;0;0;0;20;0;0;0;9;409;3;205;22;2763;20;0;29;0;308;0;272;9;0;0;164;0;0;89;29;0;4;0;0;90;0;0;8;0;0;4;0;36;0;1035;749;0;0;41;0;12;4;344;0;63;8;0;1125;15;0;0;34;21;0;18;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;236;3;10;0;0;0;0;7;0;0;0;0;19
BactV5V7-BC374-245_S374_L001;1005;0;79;0;0;4;420;5;132;0;0;0;0;46;6;26;24;0;6;0;0;0;64;14;87;8;156;0;0;575;6;52;0;0;540;113;0;170;0;164;0;0;0;4502;0;0;0;0;0;0;5;399;0;0;0;355;0;0;27;0;13;94;0;0;0;0;0;0;0;0;0;9;0;0;0;0;2;0;0;104;124;61;434;103;0;137;0;0;0;0;34;0;0;0;0;0;0;0;20;0;375;13;406;0;0;20;721;0;43;0;936;2705;71;47;99;0;0;0;0;0;4;0;0;0;438;129;0;36;125;0;194;0;0;0;0;88;30;0;5;38;0;0;111;0;0;0;17;0;0;0;0;0;47;0;0;1742;0;0;370;332;3;30;649;185;63;68;0;0;0;0;378;39;0;5;57;13;4;0;864;162;13;639;0;11;0;27;176;0;3;11;0;0;0;739;84;13;19;31;0;0;54;0;110;0;0;0;1032;0;117;0;1311;58;23;76;211;162;39;26;711;0;0;12;0;0;0;169;26;98;1228;0;0;0;0;5;0;0;0;3;368;101;126;4;1214;25;5;24;0;280;0;342;42;6;0;170;0;0;31;44;0;2;0;0;85;0;0;120;0;0;43;0;26;13;1272;275;0;0;82;0;0;9;219;3;26;2;0;975;9;0;0;0;0;0;3;48;0;0;0;0;7;0;0;0;0;0;4;0;0;6;0;0;197;16;7;0;15;0;0;7;0;0;0;0;10
BactV5V7-BC223-78_S223_L001;703;0;116;0;0;0;305;0;139;0;0;0;0;17;0;13;54;0;15;0;0;0;49;116;146;0;5;0;0;106;6;40;0;2;516;118;0;132;0;151;0;0;0;10084;0;9;0;0;0;0;0;1000;0;183;0;484;0;0;0;0;11;57;0;0;0;0;0;0;0;3;2;5;2;0;0;0;3;0;0;137;2;0;10;194;4;160;0;0;20;0;44;0;0;0;0;0;0;24;0;0;77;33;1307;15;0;0;551;0;0;0;784;210;61;0;162;0;0;0;0;0;0;0;0;0;741;89;0;0;126;0;202;0;0;0;0;44;20;0;0;40;0;6;4;0;0;0;0;0;0;0;0;0;29;0;0;17;0;0;263;101;0;61;1356;149;111;175;0;0;0;58;248;149;5;0;31;24;0;0;562;297;17;480;0;7;0;22;224;0;10;0;0;0;0;741;0;0;19;22;0;0;32;0;386;0;0;0;32;0;83;0;978;49;0;40;1162;94;125;18;235;0;0;0;0;4;0;240;11;0;1118;0;0;17;0;0;0;0;0;0;351;13;98;7;1638;48;0;17;0;247;0;408;20;0;0;65;0;0;47;28;0;0;2;0;63;0;0;0;0;0;33;2;32;0;1052;389;0;0;64;5;0;0;119;0;39;17;0;783;0;0;0;0;26;0;6;41;0;0;0;0;0;0;0;0;0;7;0;0;0;0;28;0;189;0;0;0;0;0;0;8;0;0;0;2;17
BactV5V7-BC349-220_S349_L001;520;0;75;0;0;0;203;0;92;0;0;0;0;34;0;16;12;0;15;0;0;0;13;124;37;0;84;0;0;751;0;121;0;0;461;82;0;157;0;194;0;6;0;6960;0;0;0;0;0;0;0;1464;0;91;0;644;0;0;35;0;30;152;0;0;0;0;0;0;0;4;0;0;3;5;0;0;2;5;0;92;152;60;58;418;6;156;0;0;21;0;12;0;0;0;0;0;0;13;28;0;345;42;1511;11;0;0;336;29;19;0;648;1116;0;28;80;0;0;0;0;0;0;6;0;0;321;64;0;0;35;0;134;0;0;0;0;50;0;0;0;91;0;0;240;0;0;0;11;0;0;7;0;0;35;0;0;1530;0;0;194;39;0;34;651;101;68;278;0;0;0;39;208;60;0;0;31;10;5;0;467;195;0;276;0;0;0;25;187;90;13;11;0;0;0;556;0;5;22;56;0;0;0;6;259;0;0;0;335;0;67;0;1092;13;24;72;1256;93;0;9;2278;0;0;25;0;3;0;163;14;243;774;2;0;28;0;0;0;0;0;33;315;12;74;11;1365;34;0;15;0;284;0;315;19;0;0;85;0;0;29;42;0;0;0;0;65;0;99;6;0;0;12;0;46;11;772;426;0;0;29;3;0;29;156;0;42;0;0;629;13;0;26;0;0;0;0;0;0;0;0;7;0;4;0;0;0;0;0;0;0;0;0;0;106;7;0;0;6;0;0;0;0;0;0;0;10
BactV5V7-BC359-230_S359_L001;647;0;0;0;0;0;437;0;57;0;0;0;0;27;0;23;19;0;17;0;0;29;16;16;56;0;359;0;0;1228;7;14;0;0;824;52;0;112;0;170;0;0;0;4210;0;0;0;4;0;0;4;430;22;0;0;501;0;0;232;0;0;275;0;0;0;4;0;0;0;6;0;0;0;3;0;5;29;0;0;107;498;36;270;94;0;79;0;0;0;0;31;0;0;0;0;0;0;7;120;0;0;0;944;43;0;12;543;24;42;0;733;6060;81;323;84;0;0;0;0;16;0;0;0;0;357;107;0;35;104;0;507;0;0;0;0;14;0;0;0;129;0;0;262;0;0;0;57;0;0;0;0;0;0;0;0;968;0;0;252;21;0;71;506;173;22;28;0;0;0;0;247;0;15;0;30;0;0;0;375;157;0;726;0;0;0;16;172;116;7;7;0;0;0;378;257;0;0;0;0;0;26;2;85;0;0;0;1530;0;85;0;476;39;5;54;340;69;0;20;844;0;0;0;0;0;0;110;56;435;859;0;0;0;0;0;0;0;0;8;508;0;197;4;621;44;0;35;0;185;0;196;27;0;0;88;0;14;41;32;0;0;0;0;26;0;0;6;2;0;3;0;213;0;868;297;0;0;59;0;0;0;212;0;4;2;0;666;0;0;0;0;31;0;8;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;4
BactV5V7-BC341-206_S341_L001;963;0;146;0;0;4;531;7;84;4;0;0;31;16;0;25;35;0;20;0;0;0;62;31;170;0;72;0;0;274;10;156;0;5;1282;127;0;268;0;146;0;6;0;5306;0;14;0;0;0;0;0;721;21;137;0;593;0;0;137;0;19;26;0;0;0;0;0;0;0;4;0;0;23;0;5;0;0;0;0;281;23;0;19;491;19;399;0;0;0;0;44;0;0;0;0;0;3;0;0;0;403;50;656;12;0;0;804;0;72;0;1029;281;120;5;152;0;0;0;0;0;0;0;8;0;363;90;8;0;186;2;224;0;9;0;0;28;17;0;8;49;0;0;176;0;0;0;11;9;0;0;0;0;0;0;0;450;0;0;291;38;6;122;1463;175;106;380;0;18;15;54;472;120;24;2;34;10;15;0;760;221;40;679;0;12;0;38;469;0;0;10;0;0;0;1011;0;20;0;94;0;0;11;0;346;0;0;0;273;0;95;15;701;40;2;116;665;101;23;22;786;0;0;36;0;21;0;383;31;171;749;7;0;38;0;0;0;0;0;34;409;16;174;7;1011;47;0;26;0;288;0;434;31;0;0;85;0;7;100;68;0;0;0;0;152;0;15;0;0;0;17;0;0;0;1368;219;0;7;129;0;15;15;163;0;23;14;0;1228;0;0;0;0;38;0;0;48;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;243;7;6;0;0;2;0;10;0;0;0;0;27
BactV5V7-BC353-224_S353_L001;456;0;3;0;0;0;518;0;73;0;0;0;0;60;0;31;13;0;0;0;0;0;20;0;64;0;328;0;0;671;0;0;0;0;966;0;30;81;0;242;0;5;0;4204;0;0;0;0;0;0;0;476;68;14;0;608;0;0;280;0;0;296;0;0;0;7;0;0;0;0;0;0;0;0;0;0;70;0;0;86;203;73;362;85;0;70;0;0;0;0;34;0;0;0;0;0;2;0;197;0;0;0;530;13;0;6;565;0;55;0;614;6333;110;540;71;0;0;0;0;0;0;0;0;0;289;100;0;0;89;12;515;0;0;0;0;0;0;0;0;137;0;0;113;0;0;0;118;0;0;0;0;0;5;0;0;1030;0;0;319;16;0;61;565;182;19;29;0;0;0;0;207;0;0;0;28;0;0;0;361;128;0;677;0;0;0;21;122;19;3;6;0;0;0;431;221;11;0;0;0;0;61;0;71;0;0;0;2829;0;84;0;256;34;0;29;425;58;0;18;1020;0;0;0;25;10;0;121;58;333;573;0;52;0;0;0;0;0;0;7;559;0;200;19;665;7;0;49;0;198;0;234;22;0;0;48;0;15;11;0;0;0;0;0;16;0;0;0;0;0;0;3;440;0;829;245;0;0;57;0;0;0;149;0;0;0;3;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC194-2_S194_L001;963;0;79;0;0;0;463;0;187;0;0;0;28;24;0;30;26;0;16;0;0;0;12;0;83;0;57;0;0;149;0;5;0;0;519;183;0;140;0;90;0;0;0;8340;0;0;0;0;0;0;19;424;13;0;0;849;0;0;9;0;11;175;0;0;0;0;0;0;0;0;4;0;2;0;0;13;0;0;0;135;0;0;347;52;0;163;0;0;0;0;0;0;0;0;0;0;0;0;43;0;3;6;452;0;0;16;644;0;17;2;1250;3870;54;394;104;0;0;0;0;33;0;0;5;0;734;90;4;34;89;0;133;0;0;0;0;84;25;0;0;95;0;0;145;0;7;0;6;0;0;63;0;0;36;0;0;275;0;0;247;22;0;40;681;135;45;52;9;0;0;0;203;100;0;2;35;0;0;0;969;268;10;499;0;0;0;36;135;0;0;9;0;0;0;950;37;0;16;3;0;0;0;0;25;0;0;0;662;0;58;0;125;22;47;65;95;111;69;0;615;0;0;0;0;0;0;141;15;98;1165;0;0;0;0;3;0;9;0;0;803;9;94;26;1545;20;0;37;0;229;0;136;6;0;0;169;0;0;51;18;0;0;0;0;42;0;2;11;0;0;23;0;47;22;1115;301;0;0;18;0;0;2;282;0;79;0;0;832;9;0;43;0;56;0;0;0;0;0;0;33;0;0;0;0;0;11;0;0;0;13;0;0;237;0;0;0;0;0;0;0;0;0;0;0;6
BactV5V7-BC193-1_S193_L001;1358;0;102;0;0;0;619;0;240;0;0;0;28;12;2;41;45;0;19;0;0;0;25;17;136;0;115;0;0;49;0;33;0;0;324;146;0;161;0;59;0;12;0;8980;0;0;0;0;0;0;0;620;0;0;0;570;0;7;0;0;23;20;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;250;0;0;0;37;0;142;0;0;0;0;24;2;0;0;0;0;0;0;0;0;27;35;384;34;0;0;735;0;34;0;1944;60;112;2;234;0;0;0;0;0;0;0;0;0;370;121;3;37;128;0;222;0;6;0;4;64;37;0;4;62;0;0;9;0;0;0;2;0;0;0;0;0;76;2;2;0;0;0;391;4;2;40;779;193;71;38;7;0;0;0;273;0;0;0;20;13;5;0;1192;692;20;553;0;21;0;85;44;0;4;16;0;0;0;1356;0;0;0;38;0;0;0;0;117;0;0;0;19;0;77;0;69;61;53;87;120;196;47;6;17;0;0;0;0;0;0;264;27;2;1571;0;0;6;0;11;0;0;0;0;826;0;173;6;2204;51;2;37;0;511;0;227;25;0;0;177;0;0;110;44;0;0;0;0;69;0;0;0;0;0;45;7;26;30;1219;574;0;0;110;0;0;3;373;0;74;14;0;1352;10;0;72;0;65;0;0;34;0;0;0;0;0;6;0;0;0;26;0;0;0;0;0;0;361;9;25;0;0;0;0;0;0;0;0;0;21
BactV5V7-BC237-94_S237_L001;479;0;93;0;0;0;317;0;167;0;0;0;16;4;0;19;12;0;19;0;0;0;29;411;39;0;120;0;0;115;6;62;0;0;554;197;0;163;0;223;0;0;0;12802;0;8;0;0;0;0;3;1112;0;183;0;757;0;0;0;0;19;24;0;0;0;0;0;0;0;0;0;0;8;0;0;0;3;0;0;129;0;0;0;352;4;108;0;0;28;0;0;0;0;0;0;0;0;25;0;0;74;94;1741;11;0;0;465;0;0;0;303;62;55;0;153;0;0;0;0;0;0;0;0;0;719;111;3;0;112;0;229;0;0;0;0;45;7;0;0;38;0;0;9;0;0;0;0;0;0;0;0;0;37;0;0;27;0;0;199;76;0;55;859;22;66;150;0;0;0;23;246;209;16;0;20;9;0;0;441;316;21;524;0;8;0;28;240;0;2;0;0;0;0;558;0;0;16;32;0;0;0;0;376;0;0;0;2;0;74;0;724;22;0;0;1090;76;47;16;79;0;0;0;0;0;0;87;22;0;1220;0;0;17;0;6;0;0;0;0;274;0;107;33;1810;143;0;33;0;279;0;245;0;0;0;71;0;3;51;16;0;0;0;0;46;0;0;0;0;0;31;0;25;0;782;527;0;0;29;0;0;0;157;0;50;0;0;763;0;0;0;64;0;0;15;0;0;0;0;0;9;3;0;0;0;7;5;0;0;0;0;0;177;12;0;0;4;0;0;0;0;0;0;0;16
