V1;X11.24;X211ds20;Acetobacterales;Acidiferrobacterales;Acidimicrobiales;Acidobacteriales;Actinomarinales;Actinomycetales;Aeromonadales;Alteromonadales;Ambiguous_taxa;Ardenticatenales;Armatimonadales;Azospirillales;BD72BR169;Babeliales;Bacillales;Bacteroidales;Bacteroidetes.VC2.1.Bac22;Bdellovibrionales;Beggiatoales;Betaproteobacteriales;Bifidobacteriales;C0119;CCD24;CCM11a;Caedibacterales;Caldilineales;Candidatus.Adlerbacteria;Candidatus.Kaiserbacteria;Cardiobacteriales;Catenulisporales;Caulobacterales;Cellvibrionales;Chitinophagales;Chlamydiales;Chloroflexales;Chloroflexi.bacterium.JEA33;Chloroplast;Chthoniobacterales;Clostridiales;Coriobacteriales;Corynebacteriales;Coxiellales;Cyanobacteria.Melainabacteria.group.bacterium.S15B.MN24.CBMW_12;Cytophagales;Dadabacteriales;Deferribacterales;Deinococcales;Desulfarculales;Desulfobacterales;Desulfovibrionales;Desulfuromonadales;Diplorickettsiales;Dongiales;EC3;Elev.16S.976;Elsterales;Enterobacteriales;Entotheonellales;Erysipelotrichales;F9P41300.M23;Fibrobacterales;Fimbriimonadales;Flavobacteriales;Frankiales;Fusobacteriales;Ga0077536;Gaiellales;Gammaproteobacteria.Incertae.Sedis;Gemmatales;Gemmatimonadales;Haloplasmatales;Halothiobacillales;Holophagales;Holosporales;IMCC26256;Ignavibacteriales;Isosphaerales;JG36.TzT.191;KI89A.clade;Kallotenuales;Kineosporiales;Kryptoniales;Ktedonobacterales;Lactobacillales;Latescibacterales;Legionellales;Leptospirales;Limnochordales;Lineage.IV;Longimicrobiales;MBA03;MBNT15;MVP.88;Methylacidiphilales;Methylococcales;Micavibrionales;Micrococcales;Micromonosporales;Micropepsales;Microtrichales;Myxococcales;NB1.j;Nitrosococcales;Nitrospirales;OPB41;OPB56;Oceanospirillales;Oligoflexales;Opitutales;PB19;PLTA13;Paracaedibacterales;Parvibaculales;Pasteurellales;PeM15;Pedosphaerales;Phycisphaerales;Pirellulales;Piscirickettsiales;Planctomycetales;Propionibacteriales;Pseudomonadales;Pseudonocardiales;Puniceispirillales;Pyrinomonadales;R7C24;RCP2.54;Reyranellales;Rhizobiales;Rhodobacterales;Rhodospirillales;Rhodothermales;Rickettsiales;Rokubacteriales;Rubrobacterales;S085;SAR202.clade;SAR324.clade.Marine.group.B.;SBR1031;SJA.15;SJA.28;SM1A07;Saccharimonadales;Salinisphaerales;Selenomonadales;Solibacterales;Solirubrobacterales;Sphingobacteriales;Sphingomonadales;Steroidobacterales;Streptomycetales;Streptosporangiales;Subgroup.12;Subgroup.2;Subgroup.7;Syntrophobacterales;TX1A.33;Tepidisphaerales;Thermoanaerobacterales;Thermoanaerobaculales;Thermomicrobiales;Tistrellales;Verrucomicrobiales;Vibrionales;Xanthomonadales;bacterium.LWH54;metagenome;planctomycete.A.2;uncultured;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Anaerolineales.bacterium;uncultured.Antarctic.bacterium.LB3.13;uncultured.Armatimonadetes.bacterium;uncultured.Bellilinea.sp.;uncultured.Caldilineae.bacterium;uncultured.Catenuloplanes.sp.;uncultured.Chloroflexi.bacterium;uncultured.Clostridium.sp.;uncultured.Dehalococcoidia.bacterium;uncultured.Dehalogenimonas.sp.;uncultured.Elusimicrobia.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Halanaerobiaceae.bacterium;uncultured.Holophaga.sp.;uncultured.Micromonospora.sp.;uncultured.Nocardioidaceae.bacterium;uncultured.Planctomycetaceae.bacterium;uncultured.Planctomycetales.bacterium;uncultured.Streptomyces.sp.;uncultured.Termite.group.1.bacterium;uncultured.Truepera.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.7F19;uncultured.bacterium..0425.2M17;uncultured.bacterium.17F9;uncultured.bacterium.246;uncultured.cyanobacterium;uncultured.microorganism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC238-86_S238_L001;42;0;0;9;0;11;234;0;0;0;50;319;0;0;73;0;7;363;35;0;182;0;11879;0;0;23;0;0;0;0;0;0;4;656;201;511;0;193;0;0;12;46;0;194;0;0;542;0;0;0;94;0;0;203;0;141;0;0;0;40;22;0;0;210;54;1177;108;0;0;762;42;0;921;0;0;0;0;110;0;0;0;15;0;0;0;0;0;0;0;0;0;0;42;0;10;0;0;0;0;1366;106;90;132;1188;0;0;293;0;26;0;80;0;0;95;10;0;0;0;544;11;0;0;0;459;450;12;0;10;6;0;34;1951;0;21;0;2;0;18;0;0;0;0;0;0;0;69;0;0;338;294;196;1455;240;259;42;0;28;125;0;0;0;0;28;0;0;0;0;394;0;14;0;119;26;0;8;0;14;0;3;0;0;0;0;0;0;0;0;15;0;0;13;0;0;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0
BactV5V7-BC1-6_S1_L001;0;0;0;24;0;0;20;0;0;0;2496;37;0;0;1264;0;40;1849;6;0;34;0;10259;4;0;0;0;2;0;0;0;2;0;125;114;48;17;0;0;0;0;59;0;108;0;0;51;0;0;19;0;0;0;59;52;0;0;0;6;565;0;0;0;0;0;213;65;0;0;92;0;0;25;0;0;0;0;10;0;0;0;0;0;9;0;0;96;0;4;0;14;0;0;0;0;0;0;0;8;302;114;5;30;5;5;0;16;0;0;0;76;0;0;0;8;0;8;0;52;0;0;0;0;293;8370;4;0;0;0;0;0;581;41;167;0;781;0;0;0;0;0;0;0;0;0;17;0;0;12;114;0;189;46;1161;9;0;0;15;0;0;0;0;0;0;0;0;0;47;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0
BactV5V7-BC203-29_S203_L001;7;36;0;23;0;28;211;6;0;0;17;454;0;0;157;0;18;674;9;0;289;0;10021;0;0;33;0;0;0;0;0;0;6;536;26;160;12;113;0;0;19;452;0;364;0;0;469;0;0;18;141;0;0;523;0;113;0;0;26;17;27;0;0;0;3;604;178;0;0;1382;59;0;958;0;0;80;0;180;0;0;0;15;0;5;0;0;0;2;0;0;0;0;42;0;12;0;0;0;0;1186;274;18;283;579;21;2;317;0;24;0;42;0;0;107;29;0;0;0;545;16;0;0;0;854;419;35;0;0;0;2;75;2416;7;123;0;6;0;24;45;0;0;0;0;0;0;22;0;0;396;591;333;1136;216;301;70;0;39;137;0;0;0;0;56;0;40;0;0;707;0;52;0;151;13;0;8;0;0;0;8;0;0;0;0;0;4;0;0;24;0;0;0;0;0;0;0;0;2;39;0;216;0;0;0;0;0;0;0;6;4
BactV5V7-BC332-187_S332_L001;6;16;0;35;0;25;267;0;0;0;17;561;0;0;450;0;30;763;547;0;156;0;9373;0;0;38;0;0;0;0;0;0;0;230;34;215;10;327;0;0;8;306;0;221;0;0;317;0;0;9;139;17;22;2771;0;90;0;0;11;0;49;0;0;64;6;383;145;0;0;1141;46;0;1076;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;4;19;33;0;16;4;0;0;6;781;84;36;233;449;12;0;285;0;64;0;55;0;0;83;5;0;0;0;764;0;0;0;0;453;887;35;0;0;0;0;78;2094;9;277;0;0;0;14;33;0;0;0;0;0;0;2;0;0;728;382;353;766;219;152;63;0;19;226;2;0;0;0;119;0;64;0;0;141;0;47;0;185;18;3;0;0;0;0;5;0;0;3;0;0;0;0;0;64;0;0;36;0;0;0;0;0;0;18;0;218;0;0;0;0;0;0;0;0;4
BactV5V7-BC33-89_S33_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;10871;0;0;38;18;3369;0;0;0;0;0;0;0;0;0;0;12;0;117;98;0;0;0;0;372;0;46;0;0;32;0;0;0;0;0;0;114;61;43;0;0;0;31;0;0;0;0;0;862;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;281;0;0;51;0;0;0;0;0;0;348;0;0;0;29;0;0;0;0;8;0;0;0;92;4262;0;0;0;0;0;0;8206;9;0;0;490;0;0;7;0;0;0;0;0;0;5;0;0;8;8;13;22;17;386;0;0;57;0;0;0;0;0;0;0;0;0;0;24;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC331-186_S331_L001;2;40;0;45;0;26;133;5;0;0;0;489;0;0;255;0;27;1299;25;0;173;0;6660;0;0;0;0;19;0;0;0;0;0;746;0;375;50;181;0;0;18;73;0;451;0;0;535;0;0;0;152;0;3;162;0;142;0;0;36;0;39;0;0;25;36;289;223;0;0;1358;48;0;867;0;0;0;0;165;0;0;0;13;0;0;0;0;0;0;0;0;0;11;23;0;46;0;0;0;3;1390;163;66;305;436;18;0;238;0;38;11;80;0;0;81;0;0;0;0;673;27;0;0;0;839;1881;151;0;30;0;31;116;2829;17;696;0;7;0;27;18;0;0;0;0;0;0;58;49;0;361;512;172;2515;217;230;36;0;18;113;0;0;0;0;46;0;67;0;0;313;0;69;0;249;5;0;0;0;0;0;0;0;0;0;0;10;0;0;0;19;0;0;31;0;0;0;0;0;0;24;0;198;0;0;2;0;0;0;0;0;2
BactV5V7-BC369-240_S369_L001;0;10;22;13;0;0;81;0;0;9;169;125;0;0;1369;0;5;280;358;0;278;0;11584;0;0;11;0;0;0;0;2;0;0;1050;134;567;15;85;0;2;14;563;0;104;0;0;488;0;0;5;36;75;111;952;4;137;0;0;0;0;8;0;2;154;39;1921;87;0;0;293;63;0;422;0;0;0;0;39;0;0;0;0;0;2;0;0;0;0;0;0;0;0;41;0;2;0;0;0;48;544;22;57;52;786;4;0;82;0;25;0;65;0;0;27;0;0;0;0;225;7;0;0;0;279;398;12;0;3;0;10;58;1954;144;1518;0;4;0;0;0;0;0;0;0;0;0;105;0;6;112;168;269;1150;130;142;12;0;9;87;0;0;0;0;0;0;0;0;0;479;0;51;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;44;0;0;0;0;0;0;0;3;0
BactV5V7-BC375-246_S375_L001;17;34;0;31;0;31;312;16;0;0;0;397;0;0;210;0;14;919;1395;0;109;0;8669;0;0;22;0;0;0;0;0;0;16;294;0;554;23;226;0;0;7;734;0;280;0;0;352;0;0;3;121;14;0;2677;9;77;0;0;0;0;27;0;0;70;2;384;140;0;0;1577;32;0;1100;0;0;0;0;181;0;0;0;12;0;0;0;0;0;0;0;0;0;59;92;0;42;0;0;0;0;698;136;0;182;507;14;0;262;0;54;0;37;0;0;113;0;0;0;0;536;2;0;0;0;567;767;21;0;27;0;20;41;1853;6;257;0;0;0;33;26;0;5;4;2;0;0;33;0;0;596;571;387;573;257;157;50;0;19;183;0;0;0;0;28;0;34;0;0;154;0;33;0;177;15;0;7;0;0;0;0;0;2;3;0;0;6;0;0;33;0;0;27;0;0;0;0;0;0;34;4;130;0;0;0;6;0;0;0;0;0
BactV5V7-BC31-74_S31_L001;0;0;0;48;0;0;0;0;0;0;0;0;0;10;10;0;84;7999;0;0;41;0;5197;0;0;0;0;9;0;0;0;0;0;348;0;349;53;0;0;0;0;204;0;108;0;0;68;0;0;7;3;0;0;92;80;126;0;0;0;126;0;0;0;0;0;216;0;0;0;27;73;0;30;0;0;0;16;0;0;0;0;0;0;7;0;0;117;0;0;0;24;0;0;0;0;0;0;0;0;103;453;0;11;447;0;0;0;0;4;0;189;0;0;0;0;0;0;0;18;0;0;0;0;83;3914;419;0;0;0;0;0;693;0;24;0;314;0;0;0;0;0;0;0;0;0;28;0;0;0;36;46;61;43;8613;37;0;13;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
BactV5V7-BC343-208_S343_L001;11;18;0;0;0;17;203;4;0;0;133;356;0;0;381;0;44;1713;54;0;224;0;8179;0;4;39;0;8;0;0;0;0;0;578;208;461;42;303;0;0;13;74;0;413;0;0;772;0;0;0;193;0;8;224;6;205;0;0;19;0;50;0;0;281;41;1104;124;0;0;1163;181;0;830;0;0;0;0;141;0;0;0;21;0;0;0;7;0;0;0;17;2;0;14;0;33;0;0;0;61;1198;155;114;135;959;4;0;292;0;26;9;93;0;0;90;3;0;0;0;759;64;2;0;0;479;720;133;0;0;2;28;95;2660;42;297;0;17;0;21;10;0;3;0;0;0;0;26;30;0;277;478;237;896;308;409;83;0;29;101;0;0;4;0;52;2;56;0;0;260;0;53;0;168;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;22;0;0;0;0;0;4;28;0;172;0;0;0;2;0;0;0;0;0
BactV5V7-BC61-183_S61_L001;4;0;0;0;0;0;0;0;0;0;51;0;0;0;35;0;18;702;44;0;21;0;2272;0;0;0;0;0;0;0;0;0;0;80;297;26;0;0;0;0;0;5677;0;24;0;0;28;0;0;0;0;0;40;21;0;13;0;0;0;0;0;0;0;0;0;100;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;62;46;0;0;11;0;0;0;0;0;0;58;0;0;0;6;0;0;0;0;0;0;0;0;20;18280;0;0;0;0;0;0;445;20;0;0;660;0;0;0;0;0;0;0;0;0;6;0;1794;0;7;10;10;12;67;57;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC75-210_S75_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;13;1250;0;0;19;0;1123;0;0;0;0;0;0;0;0;0;0;107;1090;66;11;0;0;0;0;104;0;24;0;0;10;0;0;0;0;0;0;16;7;22;0;0;0;0;0;0;0;0;0;185;0;10;0;7;82;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;18;0;0;5;0;0;0;61;0;0;0;30;0;0;0;0;0;0;0;0;0;25557;8;0;0;0;0;0;45;0;79;0;822;0;0;0;0;0;0;0;0;0;9;0;0;0;0;12;6;46;163;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC362-233_S362_L001;40;25;6;40;0;55;135;0;0;0;0;659;0;0;317;0;24;1589;13;0;132;0;7124;0;0;35;0;6;0;0;0;0;0;484;0;306;55;226;0;0;24;65;0;456;3;0;503;0;0;0;225;0;0;149;0;160;0;0;0;0;74;0;0;13;32;227;236;0;0;1954;49;0;994;0;0;0;0;213;0;0;0;0;0;0;0;5;0;0;0;0;0;0;27;0;50;0;0;0;7;1553;122;36;355;458;21;0;352;0;38;6;62;0;0;161;2;0;0;0;519;17;0;0;0;1014;1444;93;0;56;5;42;71;2885;0;623;0;4;0;32;52;0;5;0;0;9;0;83;20;0;295;802;92;1218;345;231;66;0;21;179;0;0;0;0;74;0;87;0;0;288;0;59;8;229;30;0;0;0;0;0;3;0;0;0;0;0;11;0;0;0;0;0;35;0;0;0;0;0;0;38;0;338;0;0;0;0;0;0;0;0;12
BactV5V7-BC77-217_S77_L001;0;0;0;0;0;0;46;0;0;0;2;0;0;0;10;0;0;2213;0;0;8;0;332;0;0;0;0;0;0;0;0;0;0;28;20;128;2;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;8;26;0;6;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;25996;0;0;0;0;0;0;7;24;14;0;849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;38;0;1280;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC4-12_S4_L001;0;0;0;80;0;0;0;0;0;0;274;0;0;0;81;0;25;6431;0;0;47;0;7881;0;0;0;0;0;0;0;0;0;0;235;87;185;9;0;0;0;0;476;0;235;0;0;67;0;0;0;11;0;0;170;159;112;0;0;0;213;0;6;0;0;0;504;42;0;0;106;200;0;19;0;0;14;0;0;0;0;0;0;0;0;0;0;46;0;0;0;18;0;21;0;0;0;0;0;0;248;179;0;50;164;0;0;0;0;0;0;260;0;0;9;9;0;0;0;62;0;0;0;0;285;6921;264;0;0;0;0;43;1192;55;40;0;469;0;0;0;0;0;0;0;0;0;0;32;0;8;17;19;248;84;2513;294;0;79;0;0;0;7;0;0;0;0;0;0;346;0;8;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC236-93_S236_L001;20;43;0;8;0;17;214;0;0;3;747;128;0;8;117;0;12;369;9;0;264;0;12877;0;0;23;0;0;0;0;0;0;0;816;495;566;5;80;0;0;13;31;0;216;0;0;699;0;0;0;126;0;0;100;0;122;0;0;0;6;0;0;0;94;40;1688;109;0;0;850;61;0;259;0;0;0;0;68;0;0;0;10;0;0;0;0;0;0;0;0;0;8;35;0;50;0;0;0;35;832;21;45;188;942;15;0;351;0;33;0;98;0;0;84;0;0;0;0;556;6;0;0;0;477;487;19;0;10;7;43;0;2145;20;14;0;2;0;11;6;0;0;0;0;0;0;45;14;0;332;404;246;1431;292;211;13;0;32;193;0;0;5;0;28;0;0;5;0;520;0;5;0;133;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;2;0;135;0;0;0;0;0;0;0;4;2
BactV5V7-BC358-229_S358_L001;20;28;0;33;0;32;160;4;0;0;0;502;0;0;293;0;12;1509;25;0;104;0;7402;0;6;47;0;0;0;0;0;0;4;511;0;331;33;152;0;0;34;101;0;512;0;0;515;0;0;5;207;4;0;243;0;133;0;0;42;0;47;0;0;32;27;336;210;0;0;1601;77;0;1190;0;0;0;0;169;0;0;0;15;0;9;0;7;0;3;0;0;0;13;23;0;38;0;0;0;7;1416;180;99;332;534;22;0;281;0;79;0;113;0;0;119;0;0;0;0;557;38;0;0;0;849;2008;126;0;21;8;38;96;2885;0;786;0;8;0;23;47;0;2;0;0;0;0;42;18;0;322;650;150;1464;309;202;75;0;38;185;8;0;0;0;59;0;85;0;0;266;0;88;0;172;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;25;0;0;33;0;0;0;0;0;0;33;0;249;0;0;0;0;0;0;0;0;2
BactV5V7-BC215-61_S215_L001;21;45;0;8;0;19;270;5;0;0;40;446;0;13;210;0;8;456;36;0;203;0;11395;0;0;0;0;0;0;0;0;0;0;596;38;569;2;278;0;0;11;77;0;264;0;0;675;0;0;0;141;0;0;235;0;225;0;2;12;6;31;0;0;110;24;701;174;0;0;1119;97;0;1145;0;0;0;0;139;0;0;0;14;0;0;0;7;0;0;0;0;0;8;36;0;34;0;0;0;0;1137;151;108;185;967;13;0;417;0;31;0;58;0;0;122;5;0;0;0;839;22;0;0;0;550;499;34;0;53;0;43;36;2178;6;50;0;0;0;28;19;2;0;0;0;4;0;44;11;0;482;460;210;1335;371;276;62;0;35;195;0;2;0;0;81;0;0;0;0;473;0;22;0;163;19;0;0;0;0;0;11;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;18;0;182;0;0;0;0;0;0;0;2;0
BactV5V7-BC227-83_S227_L001;13;20;0;16;0;0;143;2;0;0;57;328;2;0;130;0;8;612;54;0;177;0;11494;0;0;22;0;0;0;0;0;0;0;711;116;538;8;178;0;0;13;103;0;229;0;0;717;0;0;4;100;0;0;260;0;103;0;0;0;13;26;0;0;211;56;1402;177;0;0;1002;51;0;659;0;0;0;0;102;0;0;0;0;0;4;0;5;0;0;0;0;0;0;45;0;21;0;0;0;0;2086;138;92;170;982;9;0;203;0;11;0;58;0;0;96;0;0;0;0;453;9;0;0;0;765;594;41;0;17;9;23;38;2431;3;28;0;5;0;39;15;0;0;0;0;0;0;55;14;20;256;482;204;1296;217;338;64;0;29;60;0;0;0;0;37;0;2;0;0;367;0;0;5;195;16;0;0;0;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;96;0;0;0;0;0;0;0;2;0
BactV5V7-BC376-247_S376_L001;20;67;0;21;8;46;256;0;0;0;0;556;0;0;244;0;9;887;138;0;229;0;9631;0;0;0;0;0;0;0;0;0;0;342;8;409;21;121;0;0;35;101;0;356;0;0;645;0;0;0;137;9;8;448;8;109;0;0;34;0;37;0;0;88;31;471;195;0;0;2052;71;0;1305;0;0;0;11;226;0;0;0;16;0;0;0;9;0;7;3;0;0;33;0;0;39;0;0;0;35;915;161;67;375;568;0;0;390;0;30;0;86;0;0;153;0;0;0;0;790;21;3;0;0;687;630;30;0;16;8;32;64;2366;0;372;0;14;0;34;52;0;0;2;0;0;0;68;0;0;433;861;197;1115;428;189;94;0;49;83;0;0;0;0;72;0;45;2;0;273;0;68;0;214;23;0;0;0;0;0;8;0;0;0;0;0;17;0;0;36;0;0;11;0;0;0;0;0;0;87;0;286;0;0;0;8;0;0;0;3;0
BactV5V7-BC195-3_S195_L001;19;0;0;0;0;11;139;4;0;0;1513;233;0;0;184;0;2;398;39;0;302;0;13562;0;8;21;0;9;0;0;0;0;0;844;312;136;2;142;0;0;0;49;0;127;0;0;676;0;0;0;80;0;2;158;7;116;0;0;10;0;15;0;0;82;38;1621;78;0;0;595;87;0;754;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;13;0;0;0;0;756;104;52;114;840;9;0;204;0;20;0;77;0;0;55;2;0;0;0;358;10;0;0;0;362;469;22;0;0;0;6;50;2728;36;84;0;25;0;12;13;0;0;0;0;0;0;9;0;0;233;202;151;1335;221;177;34;0;20;142;0;0;0;0;32;0;5;0;0;438;0;77;0;44;0;0;3;0;9;0;4;0;0;0;0;0;0;0;0;13;0;0;9;0;0;0;0;0;0;12;0;109;0;0;0;0;0;0;0;0;12
BactV5V7-BC196-4_S196_L001;7;19;9;13;0;5;166;0;0;0;246;242;0;9;101;0;3;353;35;0;282;0;11844;0;0;28;0;0;0;0;0;0;0;757;258;487;4;118;0;0;0;37;0;135;0;0;739;0;0;0;66;0;0;189;4;165;0;0;0;6;22;0;0;244;65;2695;55;0;0;507;78;0;688;0;0;13;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;19;0;0;0;80;938;110;71;167;1140;18;0;252;0;25;0;88;0;0;54;10;0;0;0;712;36;0;0;0;288;1358;23;0;6;0;23;34;2357;20;25;0;0;0;5;10;0;0;0;0;0;0;49;10;0;338;128;246;1538;237;190;42;0;13;135;0;0;0;0;31;0;0;0;0;451;0;3;0;49;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0
BactV5V7-BC17-42_S17_L001;22;5;0;13;0;0;62;0;0;0;51;57;0;0;100;0;0;3320;52;0;178;0;7075;0;0;0;0;0;0;0;0;0;0;284;14;184;61;34;0;0;0;482;0;386;0;0;97;0;0;0;25;0;0;177;77;88;0;0;0;1103;0;0;0;0;0;4742;76;0;0;654;45;0;135;0;0;2;10;83;0;0;0;9;0;0;0;0;98;0;9;0;0;0;0;0;25;0;0;0;0;673;302;30;80;521;0;0;46;0;16;0;333;0;0;0;0;0;0;0;41;18;0;0;0;618;4237;44;0;5;0;0;57;1303;52;70;0;741;3;61;0;0;0;0;0;0;0;114;0;47;72;488;20;283;32;1698;31;0;0;2;0;0;0;0;0;5;38;0;0;152;0;0;0;70;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;10;0
BactV5V7-BC371-242_S371_L001;12;19;12;18;0;0;106;0;0;0;87;233;0;0;620;0;11;392;90;0;297;0;11591;0;5;0;0;13;2;2;0;0;0;1480;323;532;22;145;0;0;14;342;0;145;0;0;523;0;0;0;120;49;81;300;13;201;0;0;0;0;15;0;0;247;72;1736;90;0;0;592;86;0;732;0;0;0;0;63;0;0;0;12;0;0;0;0;0;0;0;5;2;14;44;0;17;0;0;0;48;702;62;57;148;771;19;0;188;0;66;16;75;0;0;54;22;0;0;3;452;10;0;0;0;432;409;24;0;14;0;26;77;2405;98;608;0;13;0;15;11;0;0;0;0;0;0;85;21;0;178;348;241;1716;230;162;29;0;27;143;0;0;0;0;49;0;18;3;0;570;0;35;3;147;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;7;0;141;0;0;0;0;0;0;0;0;0
BactV5V7-BC336-191_S336_L001;13;19;0;10;0;0;86;0;0;0;163;147;0;0;817;0;4;331;636;0;259;0;11431;0;0;22;0;0;0;0;0;0;0;997;98;581;37;138;0;0;15;978;0;148;0;0;720;0;0;0;65;110;69;1373;2;228;0;0;5;24;8;0;0;158;51;1622;43;0;0;347;68;0;516;0;0;4;11;50;0;0;0;6;0;0;2;0;0;0;0;6;0;10;31;0;12;0;0;0;29;521;21;92;109;914;0;0;102;2;42;24;69;0;0;39;14;0;0;0;320;22;0;0;0;283;621;14;0;15;0;0;42;2273;52;1656;0;0;0;7;0;0;0;0;0;0;0;94;13;47;155;145;254;1181;167;125;22;0;10;87;2;0;0;0;2;0;16;0;0;510;0;70;0;25;0;0;0;0;0;0;2;0;0;2;0;0;0;2;0;9;0;0;0;0;0;0;2;0;0;0;0;77;0;0;0;0;0;0;0;0;2
BactV5V7-BC333-188_S333_L001;14;30;0;0;0;19;124;2;0;18;152;361;0;4;492;0;13;683;38;0;335;0;10784;0;0;24;0;0;0;0;3;0;0;1214;86;720;4;198;0;0;28;290;0;252;0;0;780;0;0;0;117;13;59;241;2;286;0;0;0;0;26;0;0;306;85;1353;118;0;0;752;124;2;775;0;0;0;0;102;0;0;0;7;0;0;0;0;0;3;0;0;0;9;31;0;12;0;0;0;48;949;103;63;220;688;12;0;251;0;57;31;92;0;0;75;3;0;0;0;610;34;0;0;0;466;523;24;2;24;12;0;88;2603;87;290;0;14;0;27;25;0;0;4;0;0;0;51;31;0;197;375;316;1725;266;241;47;0;15;178;0;0;0;0;37;0;14;0;0;386;0;61;0;147;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;17;0;141;0;0;0;0;0;0;0;0;0
