Sample_Name;Short_Sample;Sample_ID;Organism;Genotype;Compartment;Timepoint;Abbrev;Summary;shannon;p_value
89;BactV5V7-BC371-242_S371_L001;Bact_S242;242;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.20807432330771;0.0917615760105841
90;BactV5V7-BC372-243_S372_L001;Bact_S243;243;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.15480281304096;0.0917615760105841
91;BactV5V7-BC373-244_S373_L001;Bact_S244;244;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.42045506283739;0.869603200016955
92;BactV5V7-BC374-245_S374_L001;Bact_S245;245;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.42420156587782;0.869603200016955
93;BactV5V7-BC375-246_S375_L001;Bact_S246;246;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.52788398483007;0.869603200016955
94;BactV5V7-BC376-247_S376_L001;Bact_S247;247;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.49998820840272;0.869603200016955
95;BactV5V7-BC377-248_S377_L001;Bact_S248;248;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.24748448432729;0.0917615760105841
96;BactV5V7-BC378-249_S378_L001;Bact_S249;249;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.23523158599193;0.0917615760105841
97;BactV5V7-BC4-12_S4_L001;Bact_S12;12;H. vulgare;WT;Roots;14 dpi;Hv;Hv_GP_14dpi_Roots;1.05068587033076;0.35593807492842
98;BactV5V7-BC56-178_S56_L001;Bact_S178;178;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.24802206751656;0.148914673178767
99;BactV5V7-BC57-179_S57_L001;Bact_S179;179;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;0.694447526206994;0.148914673178767
100;BactV5V7-BC58-180_S58_L001;Bact_S180;180;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;0.544248226918454;0.148914673178767
101;BactV5V7-BC59-181_S59_L001;Bact_S181;181;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.373080132042952;0.148914673178767
102;BactV5V7-BC6-15_S6_L001;Bact_S15;15;H. vulgare;WT;Roots;14 dpi;Hv;Hv_GP_14dpi_Roots;1.04736881925436;0.35593807492842
103;BactV5V7-BC60-182_S60_L001;Bact_S182;182;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.459035316898812;0.148914673178767
104;BactV5V7-BC61-183_S61_L001;Bact_S183;183;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;0.671101303265365;0.148914673178767
105;BactV5V7-BC62-184_S62_L001;Bact_S184;184;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;0.491628574537276;0.148914673178767
106;BactV5V7-BC63-185_S63_L001;Bact_S185;185;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.366677484648917;0.148914673178767
