Sample_Name;Short_Sample;Sample_ID;Organism;Genotype;Compartment;Timepoint;Abbrev;Summary;shannon;p_value
103;BactV5V7-BC60-182_S60_L001;Bact_S182;182;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.04622319990837;0.0433081428107921
104;BactV5V7-BC61-183_S61_L001;Bact_S183;183;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.46920931320047;0.0433081428107921
105;BactV5V7-BC62-184_S62_L001;Bact_S184;184;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.50724231725607;0.0433081428107921
106;BactV5V7-BC63-185_S63_L001;Bact_S185;185;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.781679011998214;0.0433081428107921
107;BactV5V7-BC64-195_S64_L001;Bact_S195;195;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;2.39322028127321;0.0433081428107921
108;BactV5V7-BC65-196_S65_L001;Bact_S196;196;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;2.01832071703706;0.0433081428107921
109;BactV5V7-BC66-197_S66_L001;Bact_S197;197;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;2.03726833260371;0.0433081428107921
110;BactV5V7-BC67-198_S67_L001;Bact_S198;198;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.78468118833391;0.0433081428107921
111;BactV5V7-BC68-199_S68_L001;Bact_S199;199;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.3871252108478;0.0433081428107921
112;BactV5V7-BC69-200_S69_L001;Bact_S200;200;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.35377910040868;0.0433081428107921
113;BactV5V7-BC70-201_S70_L001;Bact_S201;201;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.77888553989266;0.0433081428107921
114;BactV5V7-BC71-202_S71_L001;Bact_S202;202;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.34352363139595;0.0433081428107921
115;BactV5V7-BC72-203_S72_L001;Bact_S203;203;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.70097114544903;0.0433081428107921
116;BactV5V7-BC73-205_S73_L001;Bact_S205;205;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.5538572586823;0.0433081428107921
117;BactV5V7-BC74-209_S74_L001;Bact_S209;209;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.32110938561002;0.0433081428107921
118;BactV5V7-BC75-210_S75_L001;Bact_S210;210;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.901920113774879;0.0433081428107921
119;BactV5V7-BC76-211_S76_L001;Bact_S211;211;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.51420901331109;0.0433081428107921
120;BactV5V7-BC77-217_S77_L001;Bact_S217;217;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;0.754138864302316;0.0433081428107921
121;BactV5V7-BC78-218_S78_L001;Bact_S218;218;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.66800192192086;0.0433081428107921
122;BactV5V7-BC79-219_S79_L001;Bact_S219;219;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.49718934180329;0.0433081428107921
123;BactV5V7-BC8-18_S8_L001;Bact_S18;18;H. vulgare;WT;Roots;14 dpi;Hv;Hv_GP_14dpi_Roots;2.38680861461195;0.2102701659142
