Sample_Name;Short_Sample;Sample_ID;Organism;Genotype;Compartment;Timepoint;Abbrev;Summary;shannon;p_value
94;BactV5V7-BC378-249_S378_L001;Bact_S249;249;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;2.25369936336604;0.0143780357557923
95;BactV5V7-BC4-12_S4_L001;Bact_S12;12;H. vulgare;WT;Roots;14 dpi;Hv;Hv_GP_14dpi_Roots;2.68373479526528;0.141644690295136
96;BactV5V7-BC56-178_S56_L001;Bact_S178;178;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;2.02913132674407;0.257899035292341
97;BactV5V7-BC57-179_S57_L001;Bact_S179;179;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.58004325551618;0.257899035292341
98;BactV5V7-BC58-180_S58_L001;Bact_S180;180;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.30601100730619;0.257899035292341
99;BactV5V7-BC61-183_S61_L001;Bact_S183;183;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;0.992068981862652;0.257899035292341
100;BactV5V7-BC62-184_S62_L001;Bact_S184;184;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.40278189967439;0.257899035292341
101;BactV5V7-BC64-195_S64_L001;Bact_S195;195;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;2.41082262283524;0.257899035292341
102;BactV5V7-BC65-196_S65_L001;Bact_S196;196;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.98468935400939;0.257899035292341
103;BactV5V7-BC66-197_S66_L001;Bact_S197;197;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.17593085759007;0.257899035292341
104;BactV5V7-BC67-198_S67_L001;Bact_S198;198;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;0.617740393629664;0.257899035292341
105;BactV5V7-BC71-202_S71_L001;Bact_S202;202;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.85579067401232;0.257899035292341
106;BactV5V7-BC74-209_S74_L001;Bact_S209;209;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.3978005950369;0.257899035292341
107;BactV5V7-BC76-211_S76_L001;Bact_S211;211;H. vulgare;WT;Roots;28 dpi;Hv;Hv_GP_28dpi_Roots;1.26383804624338;0.257899035292341
108;BactV5V7-BC77-217_S77_L001;Bact_S217;217;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;1.40931769998628;0.257899035292341
109;BactV5V7-BC78-218_S78_L001;Bact_S218;218;H. vulgare;BI1;Roots;28 dpi;Hv;Hv_BI1_28dpi_Roots;2.04659808417208;0.257899035292341
110;BactV5V7-BC8-18_S8_L001;Bact_S18;18;H. vulgare;WT;Roots;14 dpi;Hv;Hv_GP_14dpi_Roots;2.32923884187216;0.141644690295136
