V1;Actinophytocola.sp..I10A.01801;Adhaeribacter.terreus;Agrobacterium.larrymoorei;Allocatelliglobosispora.scoriae;Ambiguous_taxa;Azospirillum.lipoferum;Azospirillum.lipoferum.4B;Azospirillum.sp..enrichment.culture.clone.Van11;Bacillus.acidiceler;Bacillus.gibsonii;Bacillus.nealsonii;Bacteriovorax.sp..EPC3;Bacteroidetes.bacterium;Caballeronia.glathei;Catellatospora.sp..RI59.SDHV.102;Chlamydiae.bacterium.Ga0074140;Cytophaga.sp..JSC.P2.223.10;Dinobryon.sp..FU22KAK;Flavobacterium.hauense;Flavobacterium.sp..DK6;Flavobacterium.sp..JM.222;Flavobacterium.sp..NW20;Gaiella.occulta;Kocuria.rhizophila;Mesorhizobium.sp..YJ06;Neorhizobium.huautlense;Nocardioides.sp.;Paenibacillus.alginolyticus;Paenibacillus.antarcticus;Paenibacillus.borealis;Paenibacillus.curdlanolyticus;Paenibacillus.glycanilyticus;Paenibacillus.graminis;Paenibacillus.hunanensis;Paenibacillus.kobensis;Paenibacillus.mucilaginosus;Paenibacillus.pectinilyticus;Paenibacillus.polymyxa;Paenibacillus.prosopidis;Paenibacillus.sp..B18;Paenibacillus.sp..B48.2010.;Paenibacillus.sp..BAB.5368;Paenibacillus.sp..BF32;Paenibacillus.sp..KJ012;Paenibacillus.sp..Soil766;Paenibacillus.sp..enrichment.culture.clone.LDC.4;Paenibacillus.typhae;Paraburkholderia.caribensis;Paracoccus.marinus;Rhizobium.cellulosilyticum;Rhodococcus.hoagii;Shinella.sp..SR.5.03;Solitalea.canadensis;Sphingomonas.sp..Bg12ra;Sphingomonas.sp..Cra17;Sphingomonas.sp..MIMD3;Sphingomonas.sp..TSK.1;Streptococcus.salivarius.subsp..thermophilus;Streptomyces.acidiscabies;Streptomyces.scabrisporus;Streptomyces.sp..NRRL.F.5123;Symbiobacterium.turbinis;Williamsia.faeni;actinobacterium.WWH12;bacterium;bacterium.YC.ZSS.LKJ142;bacterium.enrichment.culture.clone.ecb12;bacterium.ii1209;beta.proteobacterium.pACH94;delta.proteobacterium.WX81;endosymbiont.of.Acanthamoeba.sp..EI5;metagenome;uncultured.Acanthamoeba;uncultured.Acidimicrobiales.bacterium;uncultured.Acidobacteria.bacterium;uncultured.Acidobacterium.sp.;uncultured.Actinomycetales.bacterium;uncultured.Alicyclobacillaceae.bacterium;uncultured.Asticcacaulis.sp.;uncultured.Bacilli.bacterium;uncultured.Bacillus.sp.;uncultured.Bacteroidetes.bacterium;uncultured.Burkholderiaceae.bacterium;uncultured.Cellulosilyticum.sp.;uncultured.Cellvibrio.sp.;uncultured.Chitinophagaceae.bacterium;uncultured.Chlamydiales.bacterium;uncultured.Chloroflexaceae.bacterium;uncultured.Clostridium.sp.;uncultured.Coxiellaceae.bacterium;uncultured.Desulfosporosinus.sp.;uncultured.Desulfuromonadaceae.bacterium;uncultured.Desulfuromonadales.bacterium;uncultured.Dokdonella.sp.;uncultured.Ferruginibacter.sp.;uncultured.Firmicutes.bacterium;uncultured.Gemmatimonadaceae.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Geobacteraceae.bacterium;uncultured.Holophaga.sp.;uncultured.Hyphomicrobiaceae.bacterium;uncultured.Kofleriaceae.bacterium;uncultured.Massilia.sp.;uncultured.Myxococcales.bacterium;uncultured.Nannocystineae.bacterium;uncultured.Nitrospira.sp.;uncultured.Paenibacillus.sp.;uncultured.Polyangiaceae.bacterium;uncultured.Prosthecomicrobium.sp.;uncultured.Rhodocyclaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Rubrobacterales.bacterium;uncultured.Solirubrobacter.sp.;uncultured.Sphingomonadaceae.bacterium;uncultured.Telluria.sp.;uncultured.Xanthomonadaceae.bacterium;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.beta.proteobacterium;uncultured.compost.bacterium;uncultured.gamma.proteobacterium;uncultured.microorganism;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium;unidentified.eubacterium.clone.BSV51
BactV5V7-BC229-85_S229_L001;0.240060015003751;0;0.000300075018754689;0;0;0.201200300075019;0;0;0;0;0;0;0;0;0;0.00195048762190548;0;0;0;0.0040510127531883;0;0;0.0040510127531883;0;0;0;0;0.00345086271567892;0.0054013503375844;0;0.00285071267816954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00870217554388597;0;0.00180045011252813;0;0;0;0;0.00150037509377344;0;0;0;0;0;0;0;0;0.00630157539384846;0;0;0;0;0;0;0;0.086721680420105;0;0;0;0;0.00180045011252813;0;0.0040510127531883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00105026256564141;0.00180045011252813;0.00195048762190548;0;0.00480120030007502;0;0.00180045011252813;0;0;0.000600150037509377;0;0;0;0;0.158139534883721;0.0144036009002251;0;0;0.00105026256564141;0.218904726181545;0.00705176294073518;0;0.00615153788447112;0;0;0.00465116279069767;0;0.00285071267816954;0
BactV5V7-BC354-225_S354_L001;0.234914109528704;0;0;0;0;0.166495375128469;0;0;0;0.00646013801203935;0.00455146087211863;0;0;0;0;0;0;0;0;0.0305388342387315;0;0.000734106592277199;0;0;0;0;0;0;0.0527088533255029;0;0.0145353105270885;0;0;0;0;0.00675378064895023;0;0.0173249155777419;0;0.0160035237116429;0.00954338569960358;0.00132139186609896;0;0;0;0.01835266480693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00822199383350463;0.000440463955366319;0;0.00117457054764352;0;0;0.00557921010130671;0;0.10013213918661;0;0;0.000734106592277199;0;0.00557921010130671;0;0;0;0;0;0.0099838496549699;0.00234914109528704;0;0.00278960505065335;0.000880927910732638;0;0.00117457054764352;0;0;0;0;0.00337689032447511;0;0.0014682131845544;0;0.00411099691675231;0;0;0;0;0.00132139186609896;0;0.011011598884158;0;0.000587285273821759;0;0;0;0.00278960505065335;0;0.00631331669358391;0;0.0245191601820584;0;0.00278960505065335;0.00161503450300984;0.000734106592277199;0.182939362795478;0.00308324768756423;0.00822199383350463;0;0;0;0;0.00748788724122743;0;0
BactV5V7-BC337-192_S337_L001;0.226556855945673;0;0.0118479988440977;0;0;0.193035688484323;0;0.0122814622164427;0.00707990174830227;0;0;0;0;0;0.00158936569859847;0.00390117035110533;0;0;0.000577951163126716;0.0280306314116457;0;0.0027452680248519;0.00621297500361219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00419014593266869;0;0;0;0.00115590232625343;0;0;0.00332321918797862;0;0;0;0;0;0;0;0;0;0;0;0.00288975581563358;0;0;0;0;0.102730819245774;0;0;0;0;0;0;0.00346770697876029;0;0;0;0;0.00173385348938015;0;0.00303424360641526;0.00447912151423205;0;0.00664643837595723;0;0;0;0;0.00130039011703511;0;0;0;0;0;0;0;0;0.000577951163126716;0;0.00260078023407022;0;0;0;0;0;0.00722438953908395;0;0;0;0.124548475653807;0;0;0.00101141453547175;0;0.206184077445456;0.000577951163126716;0;0.00635746279439387;0.000288975581563358;0;0.00491258488657708;0.00577951163126716;0.00288975581563358;0
BactV5V7-BC348-216_S348_L001;0.211063218390805;0;0.00876436781609195;0;0;0.183908045977011;0.00359195402298851;0.0208333333333333;0.016235632183908;0;0;0;0;0;0;0;0;0;0;0.00517241379310345;0;0;0.00617816091954023;0;0;0;0;0;0.00545977011494253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00272988505747126;0;0;0;0;0;0;0;0;0.00344827586206897;0;0;0;0;0;0;0;0.0882183908045977;0;0;0;0.00028735632183908;0.00201149425287356;0;0.00316091954022989;0;0;0;0;0.00129310344827586;0;0;0;0;0.00100574712643678;0.00172413793103448;0;0.00201149425287356;0.0102011494252874;0.00172413793103448;0;0;0;0;0;0;0;0.00114942528735632;0;0;0.00402298850574713;0;0;0;0;0;0.00977011494252874;0;0;0;0.112212643678161;0;0;0;0;0.280890804597701;0;0;0.00416666666666667;0;0;0;0;0.00402298850574713;0
BactV5V7-BC239-96_S239_L001;0.264973034345728;0;0.00610275333522566;0;0;0.179392563156401;0;0;0;0;0;0;0.00567697984672154;0;0;0;0;0;0;0.0210048254328697;0;0.00298041441952881;0.0357649730343457;0;0;0;0;0.00283848992336077;0.0136247516321317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00255464093102469;0;0;0;0;0.00510928186204939;0;0;0;0;0;0;0;0;0.00610275333522566;0;0;0;0;0;0;0;0.0739426625035481;0;0;0;0;0.00198694294635254;0;0;0;0;0;0;0;0;0.00496735736588135;0;0;0;0;0;0;0;0.0018450184501845;0;0.000425773488504116;0.00298041441952881;0.00411581038887312;0.00141924496168039;0;0;0;0;0;0.00596082883905762;0.00198694294635254;0.00113539596934431;0;0;0;0;0;0;0;0.153278455861482;0.0198694294635254;0;0.0018450184501845;0;0.158529662219699;0.00979279023559466;0;0.00525120635821743;0;0.000283848992336077;0;0.000283848992336077;0.000851546977008232;0
BactV5V7-BC355-226_S355_L001;0.356372409877945;0;0.00496735736588135;0;0;0.151575361907465;0;0.00113539596934431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00425773488504116;0;0;0;0;0;0;0;0;0.00312233891569685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000709622480840193;0;0.00837354527391428;0;0;0;0;0;0.00326426341186489;0;0.0631564007947772;0;0;0;0;0.003690036900369;0;0;0;0;0;0.00667045131989781;0;0;0.0062446778313937;0;0;0;0;0;0;0;0.00127732046551235;0;0.000709622480840193;0;0.00596082883905762;0;0;0;0;0.000709622480840193;0;0;0;0.00198694294635254;0;0;0;0;0.0018450184501845;0.00241271643485666;0;0.157678115242691;0;0;0.00496735736588135;0;0.165200113539597;0.0116378086857792;0;0.00610275333522566;0;0.00212886744252058;0.00113539596934431;0.011212035197275;0.00425773488504116;0
BactV5V7-BC238-86_S238_L001;0.240924560408395;0;0.00794100964265457;0;0;0.193562110039705;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00482132728304027;0.00141803743618832;0;0;0;0;0;0;0.00255246738513897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00283607487237663;0;0;0;0;0;0;0.00368689733408962;0;0;0;0;0;0;0;0;0.00397050482132728;0;0;0;0;0;0;0;0.0703346568349404;0;0;0.000709018718094158;0;0.00155984117980715;0;0.00467952353942144;0;0;0;0;0;0;0.00439591605218378;0;0;0;0;0;0;0;0.000992626205331821;0;0;0;0.00680657969370391;0;0;0;0.00113442994895065;0;0;0.00581395348837209;0.00340328984685196;0.00127623369256948;0;0;0;0;0;0;0;0.14194554736245;0.0195689166193988;0.00198525241066364;0.00212705615428247;0;0.251559841179807;0.00836642087351106;0;0.00453771979580261;0;0;0.000283607487237663;0.00141803743618832;0.000992626205331821;0
BactV5V7-BC345-213_S345_L001;0.176131571549058;0;0;0;0;0.196935619904414;0.00379533314590947;0.0185549620466685;0.0282541467528816;0;0;0;0;0;0;0.00042170368287883;0;0;0;0.000281135788585887;0;0;0.0054821478774248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00168681473151532;0;0.0042170368287883;0;0;0;0;0;0;0;0;0;0;0;0.000843407365757661;0;0;0;0.00168681473151532;0;0;0.00281135788585887;0;0;0;0;0.0767500702839471;0;0;0;0;0.000843407365757661;0;0.00463874051166714;0;0;0;0;0.00688782682035423;0;0.0032330615687377;0.00196795052010121;0;0;0;0;0.00506044419454597;0.0392184425077312;0;0;0;0.00267078999156593;0.00154624683722238;0;0.00463874051166714;0;0.00309249367444476;0;0;0.00393590104020242;0;0;0;0;0.000562271577171774;0.0168681473151532;0;0;0;0.0891200449817262;0;0;0;0;0.263986505482148;0.00168681473151532;0;0.00941804891762721;0.00168681473151532;0.000562271577171774;0;0;0.0170087152094462;0
BactV5V7-BC369-240_S369_L001;0.122297107554058;0;0.0037910699241786;0;0;0.227604605447908;0.0116540297669194;0.0499859590002808;0.042825049143499;0;0;0;0;0.0019657399606852;0;0;0;0;0.0022465599550688;0;0;0.0023869699522606;0.0071609098567818;0;0;0;0;0.0029486099410278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0044931199101376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0058972198820556;0;0;0.0037910699241786;0;0;0;0;0.0866329682673406;0;0;0.0004212299915754;0;0;0;0.0040718899185622;0;0;0;0;0.005616399887672;0;0.0022465599550688;0;0;0;0.0005616399887672;0;0;0.0214827295703454;0;0;0;0;0.002106149957877;0;0;0;0.000702049985959;0;0;0.0011232799775344;0;0;0;0;0;0.0183937096321258;0.0004212299915754;0;0;0.0776467284470654;0;0;0;0;0.275624824487504;0.0023869699522606;0;0;0;0;0;0;0.0039314799213704;0
BactV5V7-BC203-29_S203_L001;0.328701754385965;0;0.00603508771929825;0;0;0.208140350877193;0;0.00140350877192982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00463157894736842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00266666666666667;0;0;0;0;0;0;0;0;0;0;0;0;0.0108070175438596;0;0;0.000421052631578947;0;0;0.00252631578947368;0;0.0555789473684211;0;0;0;0.00378947368421053;0.00336842105263158;0;0;0;0;0;0.00336842105263158;0;0;0.00210526315789474;0.00056140350877193;0;0.000421052631578947;0;0;0;0.00056140350877193;0.00294736842105263;0;0.00140350877192982;0;0.00505263157894737;0;0;0;0;0.00196491228070175;0;0.00364912280701754;0.000701754385964912;0.00196491228070175;0;0;0;0;0;0.00350877192982456;0;0.121964912280702;0;0.0032280701754386;0.000421052631578947;0;0.19859649122807;0.00996491228070175;0;0.00350877192982456;0;0;0;0;0.000421052631578947;0
BactV5V7-BC226-82_S226_L001;0.27525888609012;0;0.00531766022949902;0;0;0.168345927791772;0;0;0.000279876854184159;0;0;0;0;0;0;0;0;0;0;0;0.00601735236495942;0.00573747551077526;0;0;0;0;0;0.0047579065211307;0.00517772180240694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0040582143856703;0;0;0;0;0;0;0;0;0;0;0;0.00629722921914358;0;0;0;0.0131542121466555;0.00251889168765743;0;0;0;0;0;0;0.0782255807444724;0;0;0;0;0.00265883011474951;0;0;0;0;0;0.00391827595857823;0;0;0.00531766022949902;0.00111950741673664;0;0;0;0;0;0;0.00139938427092079;0;0;0;0.0061572907920515;0;0;0.000419815281276238;0;0;0;0.00363839910439407;0.0040582143856703;0.00181919955219703;0;0;0;0;0;0;0;0.139658550237895;0.0100755667506297;0;0.00167926112510495;0;0.217184438846907;0.0107752588860901;0;0.00629722921914358;0;0;0;0;0.00391827595857823;0
BactV5V7-BC234-91_S234_L001;0.286324786324786;0;0.00261924455472843;0;0;0.213123793768955;0;0;0;0;0;0;0.00413564929693962;0;0.00151640474221119;0;0;0;0;0.00289495450785773;0.000275709953129308;0.000827129859387924;0.0119933829611249;0;0;0;0;0;0.0102012682657844;0;0;0;0;0;0;0;0;0.00565205403915081;0;0;0;0;0;0;0;0;0;0;0.00441135925006893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00606561896884478;0;0;0;0;0;0;0;0.0612076095947064;0;0;0;0;0.00317066446098704;0;0;0;0;0.00151640474221119;0.0033085194375517;0;0;0.00634132892197408;0.00110283981251723;0;0;0;0;0;0;0.0017921146953405;0;0.000413564929693962;0;0.00482492417976289;0;0;0;0;0;0;0.00372208436724566;0.00165425971877585;0.00151640474221119;0;0;0;0;0;0;0;0.136200716845878;0.0100634132892197;0;0.000827129859387924;0.000275709953129308;0.186931348221671;0;0;0.00482492417976289;0;0.00606561896884478;0;0;0.0102012682657844;0
BactV5V7-BC215-61_S215_L001;0.306686846450193;0;0.00371491469455146;0;0;0.140066042927903;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00481563015960374;0.00412768299394606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0085305448541552;0;0;0;0;0;0;0.00110071546505228;0;0;0;0;0;0;0;0;0;0;0;0.00729223995597138;0.0019262520638415;0;0;0;0;0;0;0.0895707209686296;0;0;0.00123830489818382;0;0.00385250412768299;0;0;0;0;0;0.00509080902586681;0;0;0.00577875619152449;0;0;0;0;0;0;0;0;0.00564116675839296;0;0;0.00825536598789213;0.00316455696202532;0;0;0;0;0;0.00536598789212988;0;0.0023390203632361;0;0;0;0;0;0;0;0.129884424876169;0.0155476059438635;0;0.00206384149697303;0;0.209273527793065;0.0188497523390204;0;0.00646670335718217;0.00123830489818382;0;0;0;0.00495321959273528;0
BactV5V7-BC370-241_S370_L001;0.18822406978329;0;0;0;0;0.271909499795557;0.00340738721548317;0.013765844350552;0.0119940029985007;0;0;0;0;0.000954068420335287;0;0;0;0;0;0.0166280496115579;0;0.00313479623824451;0.0192176638953251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0020444323292899;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00354368270410249;0;0;0.00299850074962519;0;0;0;0;0.0501567398119122;0;0;0;0;0.00190813684067057;0;0;0;0;0;0;0.00599700149925037;0;0.0040888646585798;0.00136295488619327;0;0.00722366089682432;0;0;0;0.00845032029439825;0;0;0;0;0.00572441052201172;0;0;0;0.00163554586343192;0.000954068420335287;0;0;0.00163554586343192;0;0;0;0;0.00436145563581845;0.000681477443096633;0;0.00258961428376721;0.0918631593294262;0.0115851165326428;0;0;0;0.228976420880469;0.00913179773749489;0;0.00449775112443778;0;0.000272590977238653;0;0.00136295488619327;0.0155376857026032;0
BactV5V7-BC332-187_S332_L001;0.320679585877356;0;0.002920095566764;0;0.00106185293336873;0.177196708255907;0.00212370586673746;0.0123440403504115;0;0;0;0;0.00278736395009291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00225643748340855;0.00504380143350146;0;0;0;0;0;0;0;0;0;0;0.00796389700026546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000663658083355455;0;0;0.0104857977170162;0;0;0;0;0;0.00358375365011946;0;0.0412795327847093;0;0;0;0.00504380143350146;0.00185824263339527;0;0.000796389700026546;0;0;0;0;0.00199097425006637;0;0;0;0;0;0;0;0;0.00159277940005309;0;0;0.00212370586673746;0.00557472790018582;0.010220334483674;0;0.0163259888505442;0;0;0;0;0.002920095566764;0;0.00199097425006637;0;0;0;0;0.000663658083355455;0;0;0.0821608707194054;0;0;0.00544199628351473;0;0.236793204141226;0.00876028670029201;0;0.00318555880010619;0;0;0;0;0.0161932572338731;0
BactV5V7-BC343-208_S343_L001;0.265861027190332;0;0.000525417049783265;0;0;0.224615788782346;0.00183895967424143;0.0151057401812689;0;0;0;0;0;0;0;0.00407198213582031;0;0;0;0;0;0;0.015762511493498;0;0;0;0;0.00617365033495337;0.0105083409956653;0;0;0;0;0;0;0;0;0.00420333639826612;0;0;0.00380927361092867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00669906738473663;0;0;0;0;0;0;0;0.0949691317483252;0;0;0;0.00788125574674898;0.00275843951136214;0;0;0;0;0;0.00367791934848286;0;0;0.00354656508603704;0.00144489688690398;0;0;0;0;0;0;0.00170760541179561;0;0;0;0.0080126100091948;0.00328385656114541;0;0;0;0.00105083409956653;0;0.00380927361092867;0.00262708524891633;0.0015762511493498;0;0.00341521082359123;0;0.0139235518192565;0;0;0.00262708524891633;0.0702745304085118;0.00840667279653225;0;0.00118218836201235;0;0.177196900039406;0.00972021542099041;0;0.000525417049783265;0;0.00118218836201235;0.00472875344804939;0.00197031393668725;0.00538552476027847;0
BactV5V7-BC237-94_S237_L001;0.230940529211423;0;0.00785957558291852;0;0;0.186795913020697;0;0;0;0;0;0;0.010479434110558;0;0.000916950484673828;0;0;0;0;0.00943149069950223;0.00327482315954938;0.00419177364422321;0.0298663872150904;0;0;0;0;0.00641865339271679;0.00785957558291852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00235787267487556;0;0;0;0;0.00288184438040346;0;0;0;0;0;0;0;0;0.00668063924548074;0.00248886560125753;0;0;0;0;0;0;0.0750589468168719;0;0;0.000523971705527902;0;0.00196489389572963;0;0.00235787267487556;0;0;0.0010479434110558;0.00261985852763951;0;0;0.00694262509824469;0;0;0.000916950484673828;0.000523971705527902;0;0;0.000392978779145926;0.0015719151165837;0;0;0;0.00445375949698716;0.00170290804296568;0;0.00117893633743778;0;0;0;0.00340581608593136;0.00209588682211161;0;0;0.00209588682211161;0;0;0;0;0;0.15719151165837;0.0310453235525282;0;0.00144092219020173;0;0.174220592088027;0;0;0;0;0;0.00550170290804297;0.00130992926381975;0.00117893633743778;0
BactV5V7-BC361-232_S361_L001;0.18237438167144;0;0;0;0;0.232491538661807;0;0.00976308253059099;0.00442593074720125;0;0;0;0;0;0;0;0;0;0;0;0;0.00442593074720125;0.00963290809684978;0;0;0;0;0;0.00781046602447279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00364488414475397;0;0;0;0;0;0;0;0;0.000260348867482426;0;0;0.000911221036188493;0;0;0;0;0.123535537620411;0;0;0;0;0.00221296537360062;0;0.0029940119760479;0.000520697734964853;0;0;0;0;0;0.00364488414475397;0.00117156990367092;0;0.00273366310856548;0;0;0;0.00781046602447279;0.00117156990367092;0;0;0;0.00416558187971882;0;0.00182244207237699;0;0;0;0;0.00416558187971882;0;0.00130174433741213;0;0;0;0.00950273366310857;0;0;0;0.0777141369435043;0;0;0.00351470971101276;0;0.252928924759177;0.0132777922416037;0;0.00611819838583702;0;0.000260348867482426;0.00104139546992971;0.00598802395209581;0.00924238479562614;0
BactV5V7-BC378-249_S378_L001;0.198021074273966;0;0;0;0;0.232845026985351;0;0.0151631971215626;0.00771010023130301;0;0;0;0;0.000642508352608584;0;0.00038550501156515;0;0;0.000514006682086867;0;0;0.00205602672834747;0.0131071703932151;0;0;0;0;0.00732459521973786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00282703675147777;0;0;0;0;0;0.00192752505782575;0;0;0;0;0;0;0;0;0;0;0.00128501670521717;0;0.00436905679773837;0;0;0;0;0.0767154973014649;0;0;0;0.00372654844512979;0.00269853508095605;0;0;0;0;0.00141351837573888;0.00501156515034695;0.00372654844512979;0;0.00269853508095605;0.000514006682086867;0;0;0;0;0;0.0158057054741712;0;0;0;0;0.0038550501156515;0;0.00603957851452069;0;0;0;0;0.0046260601387818;0;0.00115651503469545;0;0;0;0.0181187355435621;0.00038550501156515;0.00102801336417373;0;0.080313544076073;0;0;0.00334104343356464;0;0.240812130557697;0.00822410691338987;0;0.00424055512721665;0;0.00244153173991262;0;0;0.0152916987920843;0
BactV5V7-BC217-63_S217_L001;0.269319640564827;0;0.00706033376123235;0;0;0.166495507060334;0;0;0;0;0;0;0.0055198973042362;0.000385109114249037;0;0;0;0;0;0.00577663671373556;0;0.0150192554557125;0.0163029525032092;0;0;0;0;0.00256739409499358;0.00667522464698331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00397946084724005;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00603337612323492;0;0;0;0;0;0;0;0.0833119383825417;0;0.000641848523748395;0;0;0.0024390243902439;0;0;0;0;0;0;0;0;0.00667522464698331;0.000898587933247754;0;0;0;0;0;0;0.00269576379974326;0;0;0.00231065468549422;0.00179717586649551;0.000770218228498074;0.00462130937098845;0;0;0;0;0.00333761232349166;0.00166880616174583;0.00154043645699615;0;0;0;0;0.000385109114249037;0.00141206675224647;0;0.141720154043646;0.013992297817715;0;0.00205391527599487;0;0.187163029525032;0.00885750962772786;0;0.00808729139922978;0;0;0;0.0030808729139923;0.00166880616174583;0
BactV5V7-BC235-92_S235_L001;0.293002544529262;0;0;0;0;0.231043256997455;0;0.00216284987277354;0;0;0;0;0;0;0.00152671755725191;0;0;0;0;0.00699745547073791;0.00229007633587786;0.00101781170483461;0.0044529262086514;0;0;0;0;0.00432569974554707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00508905852417303;0;0.00190839694656489;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00750636132315522;0.00229007633587786;0;0;0;0;0.00279898218829517;0;0.0622137404580153;0;0;0;0;0.00292620865139949;0;0;0;0;0.00101781170483461;0.00305343511450382;0;0;0.00368956743002545;0;0;0;0;0;0;0;0.00152671755725191;0.00521628498727735;0;0;0.00559796437659033;0;0.00597964376590331;0;0.00139949109414758;0.00165394402035623;0;0.00521628498727735;0.00165394402035623;0.00216284987277354;0;0;0;0;0;0.00292620865139949;0;0.10381679389313;0.0128498727735369;0;0.00190839694656489;0;0.183460559796438;0.00966921119592875;0;0.00330788804071247;0;0;0.00292620865139949;0.000381679389312977;0.00229007633587786;0
BactV5V7-BC376-247_S376_L001;0.37719298245614;0;0.005720823798627;0;0;0.174040172896008;0;0.00292397660818713;0;0;0.000889905924230867;0;0;0;0;0;0;0;0.000254258835494533;0.0011441647597254;0.00292397660818713;0;0.00216120010170353;0;0;0;0;0.001906941266209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000889905924230867;0;0;0;0;0;0;0;0;0.0106788710907704;0;0;0;0;0;0;0;0.0608949911009408;0;0;0;0;0.00432240020340707;0;0;0;0;0;0.00584795321637427;0.000635647088736334;0;0.003813882532418;0.00203407068395627;0.00127129417747267;0;0;0;0;0;0;0;0;0;0.00368675311467073;0.00139842359521993;0;0;0;0.00330536486142893;0;0.00444952962115434;0;0.00139842359521993;0;0;0;0;0.000889905924230867;0;0.00279684719043987;0.107678616831935;0;0;0.00127129417747267;0.0003813882532418;0.168192219679634;0.00775489448258327;0;0.0111873887617595;0;0.003813882532418;0;0.009534706331045;0.0101703534197813;0
BactV5V7-BC371-242_S371_L001;0.202414231257942;0;0;0;0;0.247013977128335;0.00254129606099111;0.0113087674714104;0.00914866581956798;0;0;0;0;0;0;0;0;0;0;0.00622617534942821;0;0.0161372299872935;0.00393900889453621;0;0;0;0;0.00127064803049555;0.00330368487928844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00127064803049555;0;0;0;0;0;0;0.00635324015247776;0;0;0;0;0;0;0;0.100635324015248;0;0;0.000254129606099111;0;0.00190597204574333;0;0;0;0;0;0;0.0085133418043202;0;0;0.00139771283354511;0;0;0.001143583227446;0;0;0;0.00101651842439644;0;0;0.00254129606099111;0.00686149936467598;0;0;0;0;0;0;0.00330368487928844;0;0.00177890724269377;0;0;0;0.00762388818297332;0.000635324015247776;0;0;0.100381194409149;0;0;0;0.00444726810673443;0.215374841168996;0.00546378653113088;0;0.00520965692503177;0;0;0.00520965692503177;0.00533672172808132;0.00520965692503177;0
