V1;Actinophytocola.sp..I10A.01801;Adhaeribacter.terreus;Agrobacterium.larrymoorei;Allocatelliglobosispora.scoriae;Ambiguous_taxa;Azospirillum.lipoferum;Azospirillum.lipoferum.4B;Azospirillum.sp..enrichment.culture.clone.Van11;Bacillus.acidiceler;Bacillus.gibsonii;Bacillus.nealsonii;Bacteriovorax.sp..EPC3;Bacteroidetes.bacterium;Caballeronia.glathei;Catellatospora.sp..RI59.SDHV.102;Chlamydiae.bacterium.Ga0074140;Cytophaga.sp..JSC.P2.223.10;Dinobryon.sp..FU22KAK;Flavobacterium.hauense;Flavobacterium.sp..DK6;Flavobacterium.sp..JM.222;Flavobacterium.sp..NW20;Gaiella.occulta;Kocuria.rhizophila;Mesorhizobium.sp..YJ06;Neorhizobium.huautlense;Nocardioides.sp.;Paenibacillus.alginolyticus;Paenibacillus.antarcticus;Paenibacillus.borealis;Paenibacillus.curdlanolyticus;Paenibacillus.glycanilyticus;Paenibacillus.graminis;Paenibacillus.hunanensis;Paenibacillus.kobensis;Paenibacillus.mucilaginosus;Paenibacillus.pectinilyticus;Paenibacillus.polymyxa;Paenibacillus.prosopidis;Paenibacillus.sp..B18;Paenibacillus.sp..B48.2010.;Paenibacillus.sp..BAB.5368;Paenibacillus.sp..BF32;Paenibacillus.sp..KJ012;Paenibacillus.sp..Soil766;Paenibacillus.sp..enrichment.culture.clone.LDC.4;Paenibacillus.typhae;Paraburkholderia.caribensis;Paracoccus.marinus;Rhizobium.cellulosilyticum;Rhodococcus.hoagii;Shinella.sp..SR.5.03;Solitalea.canadensis;Sphingomonas.sp..Bg12ra;Sphingomonas.sp..Cra17;Sphingomonas.sp..MIMD3;Sphingomonas.sp..TSK.1;Streptococcus.salivarius.subsp..thermophilus;Streptomyces.acidiscabies;Streptomyces.scabrisporus;Streptomyces.sp..NRRL.F.5123;Symbiobacterium.turbinis;Williamsia.faeni;actinobacterium.WWH12;bacterium;bacterium.YC.ZSS.LKJ142;bacterium.enrichment.culture.clone.ecb12;bacterium.ii1209;beta.proteobacterium.pACH94;delta.proteobacterium.WX81;endosymbiont.of.Acanthamoeba.sp..EI5;metagenome;uncultured.Acanthamoeba;uncultured.Acidimicrobiales.bacterium;uncultured.Acidobacteria.bacterium;uncultured.Acidobacterium.sp.;uncultured.Actinomycetales.bacterium;uncultured.Alicyclobacillaceae.bacterium;uncultured.Asticcacaulis.sp.;uncultured.Bacilli.bacterium;uncultured.Bacillus.sp.;uncultured.Bacteroidetes.bacterium;uncultured.Burkholderiaceae.bacterium;uncultured.Cellulosilyticum.sp.;uncultured.Cellvibrio.sp.;uncultured.Chitinophagaceae.bacterium;uncultured.Chlamydiales.bacterium;uncultured.Chloroflexaceae.bacterium;uncultured.Clostridium.sp.;uncultured.Coxiellaceae.bacterium;uncultured.Desulfosporosinus.sp.;uncultured.Desulfuromonadaceae.bacterium;uncultured.Desulfuromonadales.bacterium;uncultured.Dokdonella.sp.;uncultured.Ferruginibacter.sp.;uncultured.Firmicutes.bacterium;uncultured.Gemmatimonadaceae.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Geobacteraceae.bacterium;uncultured.Holophaga.sp.;uncultured.Hyphomicrobiaceae.bacterium;uncultured.Kofleriaceae.bacterium;uncultured.Massilia.sp.;uncultured.Myxococcales.bacterium;uncultured.Nannocystineae.bacterium;uncultured.Nitrospira.sp.;uncultured.Paenibacillus.sp.;uncultured.Polyangiaceae.bacterium;uncultured.Prosthecomicrobium.sp.;uncultured.Rhodocyclaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Rubrobacterales.bacterium;uncultured.Solirubrobacter.sp.;uncultured.Sphingomonadaceae.bacterium;uncultured.Telluria.sp.;uncultured.Xanthomonadaceae.bacterium;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.beta.proteobacterium;uncultured.compost.bacterium;uncultured.gamma.proteobacterium;uncultured.microorganism;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium;unidentified.eubacterium.clone.BSV51
BactV5V7-BC359-230_S359_L001;0.177219430485762;0;0;0;0;0.251144611948632;0.00614182021217197;0.0302624232272473;0.0298157453936348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00346175321049693;0.00368509212730318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00212171970965941;0;0;0.0062534896705751;0;0;0;0;0;0.00234505862646566;0;0.0318257956448911;0;0;0.000446677833612507;0;0.0062534896705751;0;0;0;0;0;0;0.00491345616973758;0;0.00234505862646566;0.000558347292015634;0;0.0104969290898939;0;0;0;0.00156337241764377;0;0;0.00938023450586265;0;0;0;0.00949190396426577;0;0.00033500837520938;0.000893355667225014;0;0.00323841429369068;0;0.00111669458403127;0;0;0;0;0.00033500837520938;0.00156337241764377;0;0.053713009491904;0;0;0;0;0.239419318816304;0.00848687883863763;0.00189838079285315;0.0033500837520938;0.00323841429369068;0;0.00256839754327192;0.00368509212730318;0.08107202680067;0
BactV5V7-BC360-231_S360_L001;0.239023846668152;0;0;0;0;0.21216848673947;0.00423445509248941;0.017606418542456;0.0157120570537107;0;0;0;0;0.000445732114998886;0;0;0;0;0.000668598172498329;0.00222866057499443;0;0.00111433028749721;0.00512591932248719;0;0;0;0;0.0015600624024961;0.00401158903498997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00100289725874749;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00456875417873858;0;0;0;0;0;0;0;0.0863605972810341;0;0;0;0;0.00200579451749499;0;0.00412302206373969;0;0;0;0;0.00390015600624025;0;0.00479162023623802;0;0;0;0;0;0;0.00757744595498106;0;0;0;0.00278582571874304;0.00245152663249387;0;0;0;0;0.0015600624024961;0;0.00690884778248273;0;0.00111433028749721;0;0;0.000222866057499443;0.0046801872074883;0.000445732114998886;0.000445732114998886;0;0.0919322487185202;0;0.00133719634499666;0;0.000222866057499443;0.254958769779363;0.000334299086249164;0;0.00546021840873635;0;0;0;0.00222866057499443;0;0
BactV5V7-BC366-237_S366_L001;0.37359456751642;0;0;0;0;0.147946120449738;0;0;0;0;0;0;0.00256039185127463;0;0.00155849938773238;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00512078370254926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00278303462095068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00222642769676055;0.00523210508738729;0;0;0;0;0;0.00189246354224647;0;0.0583324056551264;0;0;0;0;0.00200378492708449;0;0;0;0;0;0;0;0;0.00712456862963375;0;0;0;0;0;0;0;0.00166982077257041;0;0.000667928309028164;0.00378492708449293;0.008126461093176;0;0;0.00233774908159858;0;0;0;0.00590003339641545;0.00211510631192252;0.00322832016030279;0;0;0;0;0.000779249693866192;0;0;0.165423577869309;0;0;0;0.000222642769676055;0.164755649560281;0.00645664032060559;0;0.00857174663252811;0;0.00166982077257041;0.00044528553935211;0.00178114215740844;0.00990760325058444;0
BactV5V7-BC334-189_S334_L001;0.309568480300188;0;0.000662178567487032;0;0;0.223595629621455;0;0.00364198212117868;0.0111466725526984;0;0;0;0;0.00055181547290586;0;0;0;0;0;0;0;0;0.00143472022955524;0;0;0;0;0;0.00220726189162344;0;0;0;0;0;0;0;0;0.0019865357024611;0;0;0;0;0;0;0;0;0;0;0.00143472022955524;0;0.000882904756649376;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00606997020196446;0;0;0;0;0;0;0;0.0536364639664496;0;0;0.00110363094581172;0;0.00176580951329875;0;0;0;0;0;0.0145679284847147;0.00132435713497406;0;0.0075046904315197;0;0;0;0;0;0;0;0.0019865357024611;0;0;0;0.00342125593201633;0;0.0055181547290586;0;0;0.00121399404039289;0;0.00430416068866571;0;0.00132435713497406;0;0;0;0;0.00121399404039289;0.00242798808078579;0;0.081447963800905;0;0.00386270831034102;0.00209689879704227;0.00220726189162344;0.225913254607659;0.0055181547290586;0;0.00408343449950337;0;0.00154508332413641;0;0.00452488687782805;0.00331089283743516;0
BactV5V7-BC205-31_S205_L001;0.358804719373691;0;0;0;0;0.168155254162532;0;0;0;0;0;0;0;0;0.00121292314477892;0;0;0;0;0;0.00518248980041901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00838019627301797;0.00209504906825449;0;0;0;0;0.00209504906825449;0;0.0442165619142133;0;0;0;0.00363876943433675;0.00363876943433675;0;0;0;0;0;0.00407983239607454;0;0;0.00617488146432903;0;0;0;0;0;0;0;0.00231558054912339;0;0;0;0.00804939905171463;0;0;0.000330797221303341;0.000771860183041129;0;0;0.00804939905171463;0;0.00253611202999228;0;0.00419009813650899;0;0;0;0.00363876943433675;0;0.150733267173889;0;0;0;0;0.18447458374683;0.00606461572389459;0;0.00650567868563237;0;0;0;0.00430036387694343;0.0056235527621568;0
BactV5V7-BC364-235_S364_L001;0.323973130712477;0;0;0;0;0.227287743640568;0;0.00209228058583856;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000880960246668869;0;0;0;0.00550600154168043;0;0.00176192049333774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0013214403700033;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0103512828983592;0;0;0;0;0;0;0;0.0604558969276511;0;0;0.00154168043167052;0.00484528135667878;0.00671732188085013;0;0;0;0;0;0;0;0;0.00352384098667548;0;0;0;0;0;0;0;0.00330360092500826;0;0.000880960246668869;0.00594648166501487;0.0110120030833609;0.00231252064750578;0;0.00275300077084022;0;0;0;0.00275300077084022;0.0013214403700033;0;0;0;0;0.00110120030833609;0.000880960246668869;0.00231252064750578;0;0.107917630216936;0;0;0.00319348089417465;0.002532760709173;0.157361524061227;0.0168483647175421;0;0.00561612157251404;0;0.00275300077084022;0.00440480123334435;0.00418456117167713;0.0012113203391697;0
BactV5V7-BC349-220_S349_L001;0.176063303659743;0;0;0;0;0.277832728871305;0.00505550060446203;0.0262666227057918;0.0125288493241015;0;0;0;0;0;0;0;0;0;0;0.0196724914825805;0;0.00252775030223101;0.0109902187053522;0;0;0;0;0.00406638092098033;0.00274755467633806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000549510935267612;0;0;0;0.00406638092098033;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00318716342455215;0;0;0.00131882624464227;0;0;0;0;0.061215518188812;0;0;0;0.00373667435981976;0.00131882624464227;0;0;0;0;0;0;0.0029673590504451;0;0.00274755467633806;0.0029673590504451;0;0.00131882624464227;0.000439608748214089;0;0;0.0063743268491043;0;0;0;0.00351686998571272;0;0;0.00659413122321134;0;0;0;0;0.00230794592812397;0;0.00131882624464227;0;0;0;0.00857237059017475;0.000549510935267612;0;0;0.0798988899879108;0.00890207715133531;0;0;0;0.225519287833828;0.00582481591383669;0;0;0.00274755467633806;0;0.00362677217276624;0.00428618529508737;0.0101110012089241;0
BactV5V7-BC339-194_S339_L001;0.346132986224102;0;0.00715912788805727;0;0;0.1583685866146;0;0.00130165961601041;0;0;0;0;0.00227790432801822;0;0.00108471634667534;0;0;0;0;0;0;0;0;0;0;0;0;0.00390497884803124;0.00303720577069096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00249484759735329;0;0;0;0;0;0.00141013125067795;0;0;0;0;0;0;0;0;0;0.00813537260006508;0;0;0;0;0;0;0;0.0617203601258271;0;0;0.000867773077340276;0;0.00379650721336371;0;0;0;0;0.000216943269335069;0.00574899663737933;0.000433886538670138;0;0.00889467404273782;0;0;0;0;0;0;0;0.00336262067469357;0;0;0.000433886538670138;0.00650829808005207;0.00336262067469357;0;0.000216943269335069;0;0.00097624471200781;0;0;0;0;0;0;0;0;0.00173554615468055;0.00260331923202083;0.00195248942401562;0.170083523158694;0;0.00162707452001302;0.00672524134938714;0.00303720577069096;0.139602993817117;0.0130165961601041;0.000216943269335069;0.0104132769280833;0;0;0;0.00162707452001302;0.00715912788805727;0
BactV5V7-BC331-186_S331_L001;0.298844367642294;0;0;0;0;0.262231342477589;0.00280807862620153;0.00367210281887893;0.00356409979479425;0;0;0;0.00529214818014904;0;0.00172804838535479;0;0;0;0;0;0;0;0.000216006048169349;0;0;0.00367210281887893;0;0.00291608165028621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0050761421319797;0;0;0;0;0;0;0;0.104222918241711;0;0;0;0;0.00291608165028621;0;0;0;0;0;0.00237606652986284;0;0;0.0042121179393023;0.00108003024084674;0;0;0;0;0;0;0.00183605140943946;0;0;0;0.00496813910789502;0;0;0.000540015120423372;0;0;0;0.00291608165028621;0;0;0;0;0;0;0.000432012096338698;0.00270007560211686;0;0.133059725672319;0;0.00183605140943946;0.00172804838535479;0;0.114159196457501;0.0204125715520035;0;0.00356409979479425;0.00205205745760881;0;0;0.000324009072254023;0.000540015120423372;0
BactV5V7-BC225-80_S225_L001;0.323646539662039;0;0.00290603810138844;0;0;0.166505220105478;0;0;0;0.00107631040792164;0;0;0;0;0;0;0.000215262081584329;0;0;0.000753417285545151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00678075556990636;0;0;0;0;0;0;0;0.0382090194812184;0;0.00301366914218061;0;0.00290603810138844;0.00581207620277688;0;0;0;0;0.00376708642772576;0.00236788289742762;0;0;0.00236788289742762;0;0;0;0;0;0;0;0.00172209665267463;0;0;0.00591970724356904;0.00721127973307502;0;0;0;0;0;0;0.00193735873425896;0.00161446561188247;0.00193735873425896;0;0;0.000215262081584329;0;0;0.0015068345710903;0;0.232160154988699;0;0;0.00376708642772576;0;0.163706813044882;0;0.000215262081584329;0.00419761059089441;0;0.00258314497901195;0;0.00193735873425896;0.00441287267247874;0
BactV5V7-BC363-234_S363_L001;0.224027622626181;0;0.00182796790900782;0;0;0.254392200670255;0.00243729054534376;0.0060932263633594;0.00355438204529298;0;0;0;0;0;0;0;0;0;0.00142175281811719;0.00649944145425003;0;0.0110693612267696;0.00416370468162892;0;0;0;0;0;0.00548390372702346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00152330659083985;0;0.00111709149994922;0;0.00142175281811719;0;0;0;0.00060932263633594;0;0;0;0;0.00111709149994922;0;0;0.00314816695440236;0;0;0;0;0;0;0;0.0928201482685082;0;0;0.00060932263633594;0.0037574895907383;0.00253884431806642;0;0;0;0;0.000812430181781253;0.00274195186351173;0.010358484817711;0;0.00365593581801564;0.000710876409058596;0;0;0;0;0;0;0.00121864527267188;0;0;0;0.00426525845435158;0;0;0;0;0.000812430181781253;0;0.00294505940895704;0.00162486036356251;0.00142175281811719;0;0;0;0.00863207068142582;0;0.00101553772722657;0;0.0955621001320199;0;0;0;0.00030466131816797;0.203919975627095;0.00507768863613283;0;0.00558545749974612;0;0;0.0023357367726211;0;0.0118817914085508;0
BactV5V7-BC352-223_S352_L001;0.366131799374306;0;0.00211928549803209;0;0;0.170753860127157;0.00111010192754062;0.00524775456655566;0.00353214249672015;0;0;0;0;0;0;0;0;0.000302755071147442;0;0;0;0;0;0;0;0;0;0;0.00444040771016248;0;0;0;0;0;0;0;0;0;0;0.00252295892622868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000504591785245736;0;0;0.00423857099606418;0;0;0;0;0;0.00302755071147442;0;0.0482389746694924;0;0;0;0.000302755071147442;0.00161469371278636;0;0;0;0;0;0.00514683620950651;0.0017156120698355;0;0;0.000706428499344031;0;0.000504591785245736;0;0;0;0;0.00151377535573721;0;0.000807346856393178;0.00605510142294883;0.0091835704914724;0;0.00514683620950651;0;0;0;0;0.00423857099606418;0;0.0036330608537693;0;0;0.000302755071147442;0;0;0;0;0.130487435664547;0;0;0.00100918357049147;0.000504591785245736;0.17751539004945;0.00676152992229286;0;0.00393581592491674;0.00161469371278636;0.000807346856393178;0.00292663235442527;0.00504591785245736;0.0116056110606519;0
BactV5V7-BC374-245_S374_L001;0.271816739389131;0;0;0;0;0.226596588655296;0.00267750892502975;0.0155692185640619;0.0028758429194764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0028758429194764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00128917096390321;0;0;0;0.00128917096390321;0;0;0.00446251487504958;0;0;0;0;0;0;0;0.0426418088060294;0;0;0;0.00178500595001983;0.00257834192780643;0;0;0;0;0;0.0053550178500595;0.00228084093613645;0;0.00277667592225307;0.000297500991669972;0;0;0;0;0.000694168980563268;0;0.00277667592225307;0;0;0.00604918683062277;0.00188417294724316;0.000297500991669972;0.00932169773899246;0;0;0;0;0.00357001190003967;0.000892502975009917;0;0;0;0.000396667988893296;0.000198333994446648;0;0.000297500991669972;0;0.0837961126537088;0;0;0;0.000297500991669972;0.238496628322094;0;0;0.00446251487504958;0.000396667988893296;0.000793335977786593;0;0.00128917096390321;0.0564260214200714;0
BactV5V7-BC193-1_S193_L001;0.378232228886049;0;0;0;0;0.151115917805526;0;0;0;0;0;0;0.00442434372234785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00344115622849277;0;0;0;0;0;0;0;0;0;0;0.00167141873955363;0;0;0;0;0;0;0.00176973748893914;0;0;0;0;0;0.00137646249139711;0;0;0.00717726870514207;0.000983187493855078;0;0;0;0;0;0;0.0591878871300757;0;0;0;0;0.00265460623340871;0;0;0;0;0.000688231245698555;0.00432602497296234;0;0;0.00491593746927539;0;0;0;0;0;0;0;0.00216301248648117;0;0;0.0087503686953102;0.00688231245698555;0;0;0;0;0;0;0.00747222495329859;0;0.00324451872972176;0;0;0;0;0.000294956248156523;0.00265460623340871;0;0.171467898928326;0;0.00088486874446957;0.00422770622357684;0.000196637498771016;0.159374692753908;0.000491593746927539;0;0.00717726870514207;0;0.00088486874446957;0;0.000196637498771016;0.000491593746927539;0
BactV5V7-BC341-206_S341_L001;0.310921065565713;0;0;0;0;0.197680133687211;0;0.00294898260100265;0;0;0;0;0;0;0.000589796520200531;0.00255578492086897;0;0;0;0.00334218028113634;0;0;0.00717585766243979;0;0;0;0;0.00688095940233953;0.00933844490317507;0;0;0;0;0;0;0;0;0.00373537796127003;0;0;0;0;0;0;0;0;0;0;0.00186768898063501;0;0;0;0.000688095940233953;0;0;0.00137619188046791;0;0;0;0;0;0;0;0;0.00579966578197189;0.000196598840066844;0;0.000786395360267374;0;0;0.00363707854123661;0;0.0870932861496117;0;0.00294898260100265;0;0.00265408434090239;0.00304728202103608;0;0;0;0;0;0.00304728202103608;0.000589796520200531;0;0.00403027622137029;0.00245748550083555;0;0;0.00137619188046791;0;0;0;0.00147449130050133;0;0;0;0.00747075592254006;0.00265408434090239;0;0.00196598840066844;0;0.000589796520200531;0;0.00285068318096923;0.000786395360267374;0.00157279072053475;0;0;0.000196598840066844;0.00186768898063501;0.000589796520200531;0.00216258724073528;0;0.0608473410006881;0;0;0.00137619188046791;0.00216258724073528;0.197385235427111;0.0134670205445788;0.00147449130050133;0.0031455814410695;0;0.000786395360267374;0.00403027622137029;0.000196598840066844;0.0149415118450801;0
BactV5V7-BC204-30_S204_L001;0.336432306798373;0;0.00900639163277164;0;0;0.165698237458842;0;0;0;0;0;0;0.00716637613790432;0;0.00125895797017238;0.00271160178190974;0;0;0;0;0;0;0.000581057524694945;0;0;0;0;0.00387371683129963;0.00387371683129963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00251791594034476;0.000387371683129963;0;0;0;0;0;0;0;0;0.00687584737555685;0;0;0;0;0;0;0;0.0645942281619214;0;0;0;0.00368003098973465;0.0031958163858222;0;0;0;0.000290528762347472;0;0.00493898895990703;0;0;0.00358318806895216;0;0;0.000387371683129963;0;0;0;0;0.00280844470269223;0;0;0.00222738717799729;0.00774743366259926;0.00203370133643231;0;0;0;0.0021305442572148;0;0.00861901994964168;0.00135580089095487;0.00232423009877978;0;0.00309897346503971;0;0;0;0.00280844470269223;0.00145264381173736;0.148363354638776;0;0;0;0;0.155045516172768;0.00968429207824908;0.000387371683129963;0.00794111950416425;0;0.00232423009877978;0.0010652721286074;0.00271160178190974;0.0084253341080767;0
BactV5V7-BC66-197_S66_L001;0.0367547752267027;0;0;0;0;0.0156280146633224;0.00154350762106888;0;0;0.00501639976847386;0.00115763071580166;0;0;0;0;0;0;0;0;0.00231526143160332;0;0;0;0;0;0;0;0;0.00945398417904688;0;0;0;0;0;0;0;0;0.00704225352112676;0;0;0.00212232297896971;0;0;0;0;0.0181362145475593;0.00655990738954274;0;0;0;0;0;0;0;0;0;0;0;0;0.686475014470384;0;0;0;0;0.00077175381053444;0;0;0;0;0;0;0;0.156280146633224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00077175381053444;0;0;0;0;0;0;0;0;0;0.00057881535790083;0.00115763071580166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0437970287478294;0;0;0;0;0;0;0.00424464595793942;0;0
BactV5V7-BC350-221_S350_L001;0.282301133701864;0;0;0;0;0.240794528248852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00252974796214748;0;0;0;0;0;0;0;0;0.00346669165183172;0;0;0;0;0;0;0;0;0;0;0;0;0.00206127611730535;0;0;0;0;0;0;0.01189918485899;0;0;0;0.000843249320715825;0;0;0.00421624660357912;0;0;0;0;0;0.000843249320715825;0;0.152065960835754;0;0;0;0.00168649864143165;0.00178019301040007;0;0;0;0;0;0.00477841281738968;0;0;0;0;0;0;0;0;0;0;0.00103063805865267;0;0;0.00159280427246322;0.00440363534151597;0;0;0.0018738873793685;0;0;0;0.00206127611730535;0;0.0026234423311159;0;0;0;0;0.0018738873793685;0.00234235922421062;0;0.110090883537899;0;0;0.00121802679658952;0.0033729972828633;0.130235172866111;0.00852618757612668;0;0.0059964396139792;0.0007495549517474;0.000281083106905275;0.00103063805865267;0.00309191417595802;0.00440363534151597;0
BactV5V7-BC357-228_S357_L001;0.316861408633561;0;0.000324569944823109;0;0;0.212674456345342;0.00113599480688088;0.00592340149302175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017851346965271;0.00235313209996754;0;0;0;0;0;0;0;0;0.00137942226549821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00494969165855242;0;0;0;0;0;0.00243427458617332;0;0.0548523206751055;0;0;0.000811424862057773;0.00389483933787731;0.00235313209996754;0;0;0;0;0.000324569944823109;0.00714053878610841;0.000973709834469328;0;0.00186627718273288;0;0;0.000892567348263551;0;0;0;0.000486854917234664;0.00235313209996754;0;0.000162284972411555;0;0.00308341447581954;0;0.00405712431028887;0;0.00105485232067511;0;0;0.0050308341447582;0;0.00137942226549821;0;0;0.000162284972411555;0.00162284972411555;0.000649139889646219;0.00194741966893866;0;0.0942875689711133;0;0;0;0;0.216001298279779;0.00543654657578708;0;0.00413826679649464;0;0.00300227198961376;0;0.00121713729308666;0.0246673158065563;0
