Absidia;Achroiostachys;Acremonium;Acrophialophora;Agaricus;Alternaria;Amanita;Ampelomyces;Angustimassarina;Aniptodera;Aphanoascus;Apodus;Arrhenia;Arthrobotrys;Articulospora;Ascobolus;Aspergillus;Atractiella;Aureobasidium;Auxarthron;Barnettozyma;Beauveria;Betamyces;Biappendiculispora;Bipolaris;Biscogniauxia;Bjerkandera;Blumeria;Botryoderma;Botryotrichum;Bovista;Byssochlamys;Byssonectria;Cadophora;Candelariella;Capronia;Cephalotrichum;Chaetomium;Cheilymenia;Chloridium;Chromelosporium;Chrysosporium;Ciliolarina;Cladophialophora;Cladorrhinum;Cladosporium;Clarireedia;Clitopilus;Clonostachys;Colletotrichum;Conocybe;Coprinellus;Coprinopsis;Coprinus;Cortinarius;Crocicreas;Curvularia;Cyberlindnera;Cyphellophora;Dactylaria;Dactylella;Dendryphion;Dichotomopilus;Dictyosporium;Dinemasporium;Drechmeria;Efibulobasidium;Eleutherascus;Emericellopsis;Entoloma;Equiseticola;Erysiphe;Exophiala;Exserohilum;Filobasidium;Flammulina;Fontanospora;Fusarium;Fusicolla;Fusidium;Gaertneriomyces;Gamsia;Ganoderma;Gelasinospora;Geminibasidium;Geomyces;Gibberella;Gliomastix;Glomus;Gongronella;Gymnoascus;Gyrothrix;Heteroconium;Hirsutella;Humicola;Hymenoscyphus;Hyphoderma;Hyphodiscus;Hyphodontia;Hypholoma;Ilyonectria;Iodophanus;Itersonilia;Jackrogersella;Knufia;Lachnum;Lactarius;Lambertella;Lecanicillium;Lepista;Leucothecium;Lobulomyces;Lycoperdon;Malassezia;Marasmiellus;Marasmius;Mariannaea;Meliniomyces;Metacordyceps;Metapochonia;Metarhizium;Microdochium;Microscypha;Minimedusa;Mollisia;Monocillium;Mortierella;Mrakia;Mycoarthris;Mycosphaerella;Myriodontium;Myrmecridium;Naganishia;Neobulgaria;Neodevriesia;Neoroussoella;Neosetophoma;Oidiodendron;Operculomyces;Ophiosphaerella;Orbilia;Paragibellulopsis;Paramyrothecium;Paranamyces;Paraphaeosphaeria;Paraphoma;Penicillium;Periconia;Peziza;Phaeoacremonium;Phaeosphaeria;Phialemoniopsis;Phialemonium;Phialocephala;Phlyctochytrium;Pholiotina;Phomatospora;Platystomum;Pleurophoma;Podospora;Preussia;Psathyrella;Pseudallescheria;Pseudeurotium;Pseudocoleophoma;Pseudogymnoascus;Pseudombrophila;Pseudopithomyces;Pseudorobillarda;Pseudotaeniolina;Pyrenochaeta;Radulomyces;Ramicandelaber;Ramophialophora;Rhizoctonia;Rhizophlyctis;Rhizophydium;Rhodotorula;Romagnesiella;Sarocladium;Schizothecium;Schwanniomyces;Sclerostagonospora;Sclerotinia;Scutellinia;Scytalidium;Serendipita;Setophaeosphaeria;Setophoma;Simocybe;Slooffia;Slopeiomyces;Smittium;Solicoccozyma;Spegazzinia;Spizellomyces;Sporidesmiella;Sporobolomyces;Staphylotrichum;Stemphylium;Striatibotrys;Subulicystidium;Symmetrospora;Syncephalis;Talaromyces;Tausonia;Tetracladium;Thelonectria;Tolypocladium;Torula;Trametes;Trichocladium;Trichoderma;Trichopezizella;Udeniozyma;Umbelopsis;Ustilago;Valsonectria;Volutella;Vuilleminia;Waitea;Zopfiella
FunITS-BC73-232_S73_L001;0;0;154;0;0;3;0;0;0;0;0;7;0;2910;0;739;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;7;0;0;0;0;53;6;10274;0;0;0;13;9;0;0;87;0;0;13;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1657;0;0;0;77;0;0;0;0;628;0;105;0;0;0;0;0;0;36;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;243;0;0;0;0;1096;0;0;0;0;0;0;0;11;0;5;0;0;0;0;280;30;0;0;0;0;0;0;22;0;0;0;0;4;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;126;0;8;0;0;21;0;0;0;0;0;0;0;14;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0
FunITS-BC68-227_S68_L001;0;0;83;0;0;0;0;0;0;0;0;8;0;488;0;349;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;77;14;0;0;0;37;465;29;13519;4;0;0;0;179;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;182;30;0;0;118;0;0;0;0;230;16;47;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;6;0;0;0;0;0;0;20;0;39;0;0;0;0;6;406;0;0;0;0;0;0;0;0;0;0;0;0;128;0;11;0;0;11;10;803;8;0;0;0;0;0;0;0;0;0;0;0;17;0;10;0;259;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;24;18;0;0;30;0;0;0;0;0;20;0;0;816;0;0;0;0;0;0;0;0;0;23;0;0;0;0;13;0;0;24;80;0;0;0;0;0;0;0;0;0
FunITS-BC327-248_S327_L001;0;0;73;0;0;0;0;0;0;0;0;38;0;986;0;32;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;30;18;0;0;0;0;0;26;7420;0;0;0;0;5;0;0;71;0;0;0;0;4447;0;54;0;0;0;0;0;0;0;0;0;0;0;0;2115;0;0;0;78;0;0;0;0;1235;0;363;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;19;64;0;0;11;562;0;0;0;0;0;0;0;0;0;0;0;11;20;0;0;0;2;0;0;531;54;72;0;0;0;0;0;7;0;0;0;0;9;24;0;0;113;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;177;16;0;0;0;0;0;0;0;0;0;0;0;260;0;8;0;0;0;0;0;0;0;0;0;7;19;8;0;0;0;4;49;0;0;0;0;0;0;0;0;0
FunITS-BC84-243_S84_L001;0;0;411;0;0;0;0;0;0;0;0;3;0;2150;0;115;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;19;0;0;0;0;0;0;7464;0;0;0;0;15;0;0;57;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;5284;0;0;0;107;0;0;0;0;1346;0;759;0;0;0;0;0;0;0;5;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;10;0;0;132;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;31;0;0;0;0;0;0;16;0;0;0;0;7;0;0;0;46;0;0;0;19;0;0;14;0;0;0;0;0;0;0;0;0;307;0;0;0;0;0;0;0;0;0;0;0;0;115;0;20;0;0;0;0;0;57;0;7;0;0;72;34;0;0;0;0;56;0;0;0;0;0;31;0;0;0
FunITS-BC132-68_S132_L001;0;0;41;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4748;0;0;0;0;0;21;0;0;0;0;17;21;14;0;0;0;16;69;0;7;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;567;0;0;0;0;10394;0;571;0;0;18;0;0;0;893;4;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;435;0;0;6;0;224;0;0;0;0;0;0;0;0;0;14;0;0;0;14;53;0;0;0;0;0;0;0;38;0;0;0;0;43;0;0;0;0;0;20;0;369;0;0;11;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;20;0;0;0;0;14;0;16;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;17;33;0;0;0;0;0;30;0;0;0
FunITS-BC107-30_S107_L001;0;0;60;0;0;0;4;0;0;0;0;77;0;61;7;0;0;0;0;0;4;0;12;7;0;0;0;4;0;74;0;0;7;0;0;26;0;0;63;62;9201;11;0;0;14;90;0;0;306;0;0;0;8;0;0;164;0;0;0;0;12;0;22;6;0;0;0;0;169;23;0;0;109;0;0;2;0;341;35;689;0;0;0;0;0;0;36;94;0;0;0;0;0;0;0;25;0;0;0;5;0;66;0;0;13;0;0;8;0;0;0;0;4;0;0;0;10;0;8;0;55;12;0;0;0;77;1281;0;0;36;0;0;0;0;0;0;7;0;0;29;0;7;0;4;0;0;718;151;0;8;0;0;0;2;11;0;0;0;0;56;0;9;0;423;0;0;0;8;0;0;58;0;0;0;0;0;0;0;5;0;222;46;0;0;24;20;0;0;0;0;5;0;0;1079;0;2683;0;0;0;0;13;2;0;98;0;25;85;45;18;0;0;156;56;0;0;0;0;0;16;0;0;9
FunITS-BC294-112_S294_L001;0;0;55;0;0;19;0;0;0;0;0;0;0;119;0;12;0;0;0;0;0;0;3;0;0;0;0;144;0;0;0;0;12;3;0;2;0;0;0;29;3658;0;0;0;6;35;0;0;57;0;0;0;6;0;0;77;0;0;0;0;0;0;0;5;0;0;0;0;177;5;0;0;95;0;0;0;0;852;9;253;0;0;0;0;0;0;14;22;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;513;0;68;8417;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;7;0;0;3687;62;7;0;0;0;0;0;0;0;0;0;0;0;0;6;0;71;0;0;0;0;103;0;27;0;0;0;0;0;0;0;0;0;201;0;0;0;0;0;0;24;0;0;0;0;0;358;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;26;278;0;0;0;0;0;31;0;0;0
FunITS-BC328-249_S328_L001;0;0;0;27;0;14;0;0;0;0;0;17;0;3003;0;197;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;15;0;0;0;0;0;0;9;10151;0;0;0;22;22;0;0;30;0;0;0;0;471;0;22;0;0;0;0;5;0;0;2;0;0;0;0;719;0;0;0;75;0;0;0;0;1147;0;445;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;10;1123;0;25;0;8;462;0;33;0;0;0;0;0;0;0;9;0;0;16;0;0;40;17;0;0;306;44;76;0;0;0;0;0;39;0;0;0;0;8;0;0;0;44;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;255;12;0;0;8;0;0;0;0;0;0;0;0;173;0;130;0;0;0;0;0;0;0;20;0;0;33;0;0;0;0;3;441;0;0;0;0;0;0;0;0;0
FunITS-BC140-81_S140_L001;0;0;8;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;4;14;0;0;2329;0;0;0;0;0;7;0;0;0;0;0;9;2740;0;0;0;0;16;0;0;115;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;225;0;0;0;0;9363;0;71;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;855;0;0;0;0;0;44;0;0;0;1806;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;550;31;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;667;302;0;0;0;0;0;7;16;0;8;0;0;18;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;29;0;0;0;0;0;43;0;0;0
FunITS-BC44-203_S44_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;20;0;0;0;4;0;0;0;0;0;0;0;0;83;0;0;0;90;5;0;0;0;1167;0;2498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;95;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1337;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0
FunITS-BC122-57_S122_L001;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;22;0;0;6976;0;0;0;0;20;125;0;0;0;0;16;79;42;0;0;0;26;286;0;0;50;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;169;0;41;0;80;0;0;0;0;5540;0;3510;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;16;0;0;0;0;0;0;0;0;1447;0;0;202;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;412;0;0;0;0;0;56;0;93;0;0;0;0;0;0;0;0;0;0;63;0;21;0;0;0;0;26;0;0;0;0;0;0;0;172;8;0;0;0;0;0;6;0;0;0;43;0;59;0;0;0;17;0;0;0;0;0;0;0;0;49;0;0;0;0;0;90;0;0;0;0;0;16;0;0;0
FunITS-BC127-63_S127_L001;0;0;55;24;0;0;0;0;0;0;0;13;0;470;37;794;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;21;0;0;0;0;0;11;5;14449;0;0;0;0;0;0;0;125;0;0;32;0;0;0;16;0;0;0;0;78;0;0;0;0;0;0;0;109;6;0;0;25;0;0;0;0;970;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;22;0;0;0;1750;0;0;0;0;0;0;0;0;0;0;0;4;9;0;0;0;0;0;0;177;52;59;0;0;0;0;4;0;0;0;0;0;0;0;0;0;25;0;0;0;8;0;0;36;0;0;0;0;0;0;0;0;0;418;14;0;0;5;0;0;0;0;0;0;0;0;132;0;46;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0
FunITS-BC72-231_S72_L001;0;0;107;0;0;0;0;0;0;0;0;0;0;995;0;45;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;17;23;9048;0;0;0;7;9;0;0;77;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;2395;11;0;0;83;0;0;0;0;2985;0;2274;0;0;0;0;0;0;0;4;0;0;0;0;7;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;15;72;0;16;406;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;199;60;0;0;0;0;0;2;9;0;0;0;0;45;0;0;0;52;0;0;0;20;0;0;18;0;0;0;0;0;0;0;0;0;39;31;0;0;0;0;0;14;0;0;0;0;0;213;0;0;0;0;0;0;0;707;0;10;0;0;44;6;0;0;0;25;210;0;0;0;0;0;0;0;0;0
FunITS-BC159-92_S159_L001;0;0;17;0;0;10;0;0;0;0;0;15;0;787;0;1185;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;8;17;0;0;0;0;200;27;9044;0;0;0;0;18;0;0;107;0;0;20;0;177;0;41;0;0;0;0;18;0;0;0;0;0;0;0;65;8;0;0;101;0;0;0;0;2054;17;216;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;84;26;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;25;0;0;0;15;0;14;26;0;13;2305;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;302;57;2217;0;0;0;0;0;6;6;0;0;0;0;0;0;8;183;0;0;0;11;0;0;28;0;0;0;0;4;0;0;0;0;79;0;0;0;22;0;0;0;0;0;0;0;0;491;0;98;0;0;0;0;0;0;0;13;0;0;134;10;0;0;0;33;116;0;0;0;0;0;0;0;0;0
FunITS-BC34-193_S34_L001;0;0;95;347;0;6;0;0;0;0;0;30;0;4411;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;17;9545;0;0;0;138;17;0;0;202;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2740;0;0;0;38;0;0;0;0;668;0;678;0;0;0;0;0;0;62;12;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;9;0;0;0;375;0;0;0;0;19;0;0;0;0;0;0;0;34;0;3;0;0;13;0;342;33;0;0;0;0;0;0;20;0;0;0;0;19;0;0;0;23;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;10;0;0;0;0;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;19;17;0;0;0;25;302;0;0;0;0;0;0;0;0;0
FunITS-BC55-214_S55_L001;0;0;121;0;0;0;0;0;0;0;0;0;0;1439;0;252;0;0;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0;21;0;2;0;0;39;11;8039;0;0;0;0;33;0;0;38;0;0;43;0;0;0;7;0;0;0;0;0;0;0;0;12;0;0;0;3140;0;0;0;93;0;0;0;0;1264;0;1745;0;0;0;0;0;0;0;11;0;0;0;0;7;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;34;0;0;2;572;0;0;0;0;0;0;0;0;0;0;0;0;11;25;0;0;0;0;0;632;33;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;48;0;0;0;8;0;0;22;0;0;0;0;0;0;0;0;0;116;0;0;0;5;0;0;0;0;0;0;0;0;171;0;74;0;0;0;0;0;0;0;6;0;0;16;32;0;0;0;0;2460;0;0;0;0;0;47;0;0;0
FunITS-BC75-234_S75_L001;0;0;41;0;0;0;0;0;0;0;0;56;6;1970;7;732;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;10;0;0;0;0;0;13;17;9897;0;0;0;0;69;0;0;36;0;0;124;0;0;0;10;0;0;0;0;1015;0;0;0;0;0;0;0;1923;0;0;0;86;0;0;0;0;1783;0;643;0;0;0;0;0;0;0;7;0;0;0;0;0;0;70;16;0;0;0;0;0;0;0;0;0;0;0;9;0;0;22;0;0;0;0;0;0;0;0;0;0;26;17;9;0;8;290;0;4;10;0;83;0;0;0;0;0;0;4;12;0;0;0;0;0;0;153;61;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;250;0;0;0;7;0;0;0;0;0;0;0;0;155;0;110;20;0;0;0;0;0;0;0;0;15;21;0;0;0;0;0;757;306;7;0;0;0;22;0;0;0
FunITS-BC63-222_S63_L001;0;0;317;0;0;0;0;0;0;0;0;22;34;2811;0;997;0;0;0;0;0;0;0;3;0;0;0;124;0;0;0;0;0;12;0;0;0;0;19;0;7504;0;0;0;0;5;0;0;77;0;0;77;31;0;0;38;0;0;0;0;925;0;0;0;0;0;0;0;4702;0;0;0;110;0;0;0;0;675;0;516;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;33;0;0;0;4;0;24;0;0;0;484;0;0;0;0;0;0;0;0;0;0;0;194;81;0;0;0;0;0;0;330;71;0;0;0;0;0;0;5;0;0;0;0;7;0;0;0;36;0;0;0;6;57;0;16;0;0;0;0;0;0;0;0;0;315;2;0;0;0;6;3;0;0;0;0;0;0;149;0;0;45;0;7;0;0;0;0;0;0;21;43;3;0;0;0;0;215;0;0;0;0;0;12;0;0;0
FunITS-BC147-96_S147_L001;0;0;17;68;0;0;0;0;0;0;0;16;0;210;0;1095;0;0;0;0;0;0;0;0;0;0;0;113;47;0;0;0;0;11;0;0;0;0;44;8;12203;0;0;0;7;0;0;0;153;0;0;14;0;3;0;147;0;0;0;0;477;0;0;0;0;0;0;0;544;0;0;0;51;0;0;0;0;1040;0;89;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;26;0;0;0;0;0;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;12;1425;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;2;0;211;39;199;0;0;0;0;0;0;0;0;0;0;0;0;4;0;28;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;1150;8;0;0;0;0;0;0;0;3;0;0;0;176;0;0;0;0;33;0;0;0;0;0;0;0;28;8;0;0;0;0;1426;0;3;0;0;0;4;0;0;0
FunITS-BC71-230_S71_L001;0;15;48;0;0;0;0;0;0;0;0;89;0;935;0;1353;9;0;0;0;24;3;0;0;0;0;0;0;0;0;0;0;55;32;0;0;0;0;0;51;13546;0;0;0;0;12;0;0;54;0;0;0;32;0;0;0;0;0;0;0;166;0;8;0;0;0;0;0;708;0;0;0;61;0;0;0;0;223;17;67;0;0;0;0;0;0;18;49;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;50;0;55;0;20;0;0;0;0;370;0;0;0;0;0;36;7;0;0;0;45;531;0;0;0;0;0;4;0;0;0;0;0;8;19;0;7;0;0;0;0;467;51;27;0;0;0;0;0;0;0;0;0;0;20;0;6;0;475;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;12;0;0;1109;0;20;0;0;0;0;18;0;0;117;0;31;52;0;0;14;0;81;107;0;0;0;3;0;16;0;0;0
FunITS-BC35-194_S35_L001;0;0;67;0;3;74;0;0;0;0;0;14;13;130;23;3230;0;0;0;0;0;0;52;17;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;54;12344;0;0;0;0;168;0;0;84;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;156;16;0;0;85;0;0;0;0;147;20;126;0;0;0;0;0;0;14;44;6;0;0;0;0;0;0;9;0;0;0;0;0;56;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;5;0;17;0;0;0;0;120;858;0;0;31;0;0;3;0;0;0;66;0;176;10;0;0;0;0;0;112;323;170;0;0;0;0;0;5;10;0;0;0;0;50;0;7;0;169;0;0;0;32;0;0;65;0;0;0;0;8;0;0;0;0;728;53;0;0;15;24;15;0;0;16;0;0;0;860;0;217;0;0;0;0;0;0;0;45;0;2;121;9;0;0;0;24;97;0;0;0;0;0;12;0;0;0
FunITS-BC67-226_S67_L001;0;0;55;12;0;0;0;0;0;0;0;0;0;1428;3;5152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;12;0;0;0;49;9435;0;0;0;0;43;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;111;0;0;0;0;234;10;109;0;0;8;0;0;0;81;18;33;0;0;0;0;0;0;22;0;0;0;0;0;131;0;0;0;0;0;29;0;0;0;0;0;0;0;0;21;0;0;0;31;0;223;0;0;40;757;6;9;0;0;0;7;4;0;0;17;3;174;0;0;10;0;0;0;17;295;26;0;0;0;0;0;0;43;0;0;8;0;24;0;0;0;315;0;0;38;85;0;0;108;0;0;0;0;22;0;0;0;0;44;143;0;0;16;0;0;0;0;0;0;0;0;957;0;614;0;0;0;0;11;0;0;96;0;9;97;18;7;0;0;21;38;0;0;0;0;2;0;0;0;0
FunITS-BC70-229_S70_L001;0;0;2557;0;0;0;0;0;2;0;0;0;0;1752;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;13;6185;0;0;0;0;39;0;0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6701;21;0;0;71;0;0;0;0;513;14;22;0;0;3;0;0;0;14;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;15;4;24;0;0;15;234;0;0;72;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;8;1179;0;0;0;0;3;0;0;10;0;0;0;0;0;0;0;0;112;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;515;0;825;0;0;0;0;0;15;0;17;0;0;52;0;0;0;0;3;20;0;6;0;0;0;0;0;0;0
FunITS-BC146-95_S146_L001;0;0;131;0;0;5;0;0;0;0;0;41;0;1119;0;794;0;0;0;0;0;0;19;0;0;0;0;117;0;0;0;0;0;13;0;0;0;0;0;6;12760;0;0;0;0;37;0;0;165;0;19;217;0;0;0;44;0;0;0;0;0;0;0;0;12;0;0;0;254;0;0;0;30;0;0;0;0;1483;0;147;0;0;0;0;0;0;0;47;0;0;0;0;0;0;258;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;15;0;0;487;0;0;31;0;0;0;0;0;0;0;0;12;9;0;0;0;0;0;0;1606;102;26;0;0;0;0;0;15;0;0;0;0;7;0;0;0;30;0;0;0;5;0;0;16;0;0;0;0;0;0;0;0;0;256;0;0;0;12;0;0;0;0;0;0;0;0;161;0;0;0;0;52;0;0;0;0;0;0;0;26;156;0;0;0;6;868;0;0;0;0;0;0;0;0;0
FunITS-BC64-223_S64_L001;0;0;10;0;0;0;0;0;0;0;0;0;459;1295;0;339;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;11;0;0;0;0;0;43;24;16052;0;0;0;0;0;0;0;73;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1306;0;0;0;113;0;0;0;0;191;11;72;0;9;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;6;160;0;36;0;0;8;209;0;0;0;0;0;19;0;0;0;0;10;0;12;0;0;0;0;0;0;451;51;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;3;20;0;9;0;0;0;0;0;0;0
FunITS-BC126-62_S126_L001;0;0;27;30;0;0;0;0;0;0;0;8;0;547;8;74;0;0;0;0;0;0;2;0;0;0;0;78;0;0;0;0;15;3;0;0;0;0;0;5;15907;0;0;0;61;27;0;0;28;0;0;10;8;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;807;0;0;0;85;0;0;0;0;1378;6;462;0;0;0;0;0;0;0;12;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;11;60;0;0;0;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;57;4;0;0;0;0;0;23;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;422;18;0;0;22;0;0;0;0;0;0;2;0;206;0;22;23;0;0;0;0;12;0;0;0;0;0;12;3;0;0;0;40;0;0;0;0;0;0;0;0;0
